id,name,detail
npc,尤艾尔,3040006000
special,融月绯刃,火属性伤害(特大)
special-紅之舞・融月,红之舞・融月,火属性伤害(特大)/自身伤害上限UP（15%/4T）/回复性能UP（累积）
special-Crimson Dance: Yugetsu,红之舞・融月,火属性伤害(特大)/自身伤害上限UP（15%/4T）/回复性能UP（累积）
skill-1,红莲,对敌方全体造成火属性伤害/狐火效果
skill-1++,红莲,<div class=prt-text-small>对敌方全体造成火属性伤害/狐火效果/赋予我方全体连续攻击几率UP/火属性追击效果</div>
skill-2,燕返,对敌方造成4次火属性伤害/自己的二连击几率UP（累积）
skill-2++,燕返,<div class=prt-text-small>对敌方造成4次火属性伤害/自己的二连击几率UP（累积）/攻击UP（累积）/回避率UP（累积）<span class=text-blue>◆对于狐火状态的敌人技能发动2次</span></div>
skill-3,迎晓之仪,回复我方全体HP(上限1500)/净化1个弱化效果
skill-4,参之舞・烬花,效果中必定三连击/回合进行时进行2次行动
support-1,融月,我方全体对狐火状态的敌人造成的伤害上升
skill-lb,LB技能,减轻我方全体受到的来自狐火状态的敌人的伤害
intro,寻找千年之人,少女为了复兴侍奉的王家，寻找刻有千年历史的宝物踏上旅程。充满感动和惊喜的世界挑起了她的好奇心，今天她依旧偏离了应该前进的方向。
