id,name,detail
npc,雅典娜,3040202000
special,密涅瓦冲击,火属性伤害(特大)/我方全体获得火属性攻击力UP/格挡效果
special-ミネルヴァ・フィーニス,密涅瓦终结,火属性伤害(特大)/风属性攻击力DOWN/我方全体获得火属性攻击力UP/格挡效果
skill-1,神盾埃癸斯,我方全体获得风属性伤害减免(40%)/受到的伤害转为风属性/再生效果(上限400)
skill-1++,神盾埃癸斯,<div class=prt-text-small>我方全体获得风属性伤害减免(40%)/受到的伤害转为风属性/再生效果(上限800)/驱散防御效果(1次)</div>
skill-2,四德拉克马,<div class=prt-text-small>对敌方随机造成5次火属性伤害/敌方全体防御力DOWN(累积)/灼热效果<span class=text-blue>◆根据「女神的愤怒」层数增加攻击次数(最大10次)</span></div>
skill-3,格劳克斯出击,敌方全体连击率DOWN/黑暗效果/减速效果
skill-4,守护圣墙,我方全体获得无敌效果(1次)/弱化无效(1次)
support-1,守护的战女神,<div class=prt-text-small>自身成为敌方的攻击目标时获得1层「女神的愤怒」(最大5层)/根据「女神的愤怒」层数「四德拉克马」攻击次数增加<span class=text-blue>◆拥有5层「女神的愤怒」成为敌方的攻击目标时自动发动1次「四德拉克马」</span></div>
support-2,劫炎的赤枪,自身对处于灼热效果的目标奥义性能UP
support-2+,劫炎的赤枪,我方全体对处于灼热效果的目标奥义性能UP
skill-lb,LB技能,我方全体获得风属性伤害减轻
intro,守护与防卫的女神,司掌守护与和平的星晶兽。平常她作为热爱和平的女骑士，为了正在战乱中受苦的人们，一边旅行一边授予他们战术。讨厌争斗，希望可以通过对话回避战斗，然而一旦交涉决裂，身为星晶兽的机能将无视她自身的意志发挥出来，让她作为无情的防卫者君临于世。
