id,en,jp,trans
0-chapter_name,,第2話 絆,
0-synopsis,,各々が最善の努力をして強化が成されたグランサイファーの甲板に立つラカムと姬塔。航路の先導はハールートとマールートが務めることになり、ついに準備は整った。そして姬塔はカナンに向けて出航の合図をするのだった。,在所有人的努力下格兰塞法终于完成了强化。拉卡姆与姬塔站在甲板上感慨万千。哈鲁特与马鲁特担任引路工作，一切准备完毕，姬塔终于向迦南起航。
1,,よいしょ、よいしょ……！,嘿咻，嘿咻……！
2,,ここだ、ルリア。,放在这里，露莉亚。
4,,ありがとう、次は備品の補充だが……,谢谢，接下来要检查储备物资是否充足……
5,,うん、任せて！<br>倉庫に行って必要な物を確認して来る！,嗯，交给我吧！我去仓库确认一下必需品！
7,,あっはは……<br>空の旅にもすっかり慣れたものだな。,啊哈哈……看来她已经完全适应旅行生活了啊。
8,,あぁそれで、シェロカルテ殿。<br>先ほど言っていた提案というのは？,对了，榭洛科特。你刚才说你有个提案？
9,,はい、実はですね～<br>万が一の時に備えてなんですが～……,是的~其实呢~为了以防万一~……
15,,<span class='scene-font-katari'>天司の依頼から数日後……</span><br><span class='scene-font-katari'>一行は街の人々の協力により、</span><br><span class='scene-font-katari'>グランサイファーの強化を完了させた。</span>,<span class='scene-font-katari'>在古兰等人接受天司的委托后数日……一行人在居民的帮助下完成了格兰塞法的强化。</span>
45,,<span class='scene-font-katari'>それは突貫工事ではあったが、</span><br><span class='scene-font-katari'>おのおの最善の努力をした結晶だった。</span>,<span class='scene-font-katari'>虽然是赶工的成果，但也凝聚着所有人最大的努力。</span>
49,,たいしたものだ……<br>傍目には変わらないように見えるけど、<br>磨き上げられているね。,真不容易……虽然外表看上去没有变化，实则已经改装了一番呢。
50,,お、わかるか？<br>色々と仕込んで特別仕様にしてんだ。,哦，你看的出来啊。我做了很多改动，这也算是特制版了。
51,,我ながら無茶だと思ったが……<br>本当に設計どおり仕上げられるとはな。,连我自己都觉得险……没想到能按照设计全部完工啊。
52,,<span class='scene-font-kokoro'>（ノア……</span><br><span class='scene-font-kokoro'>俺とグランサイファーの成長、</span><br><span class='scene-font-kokoro'>見ててくれよな）</span>,<span class='scene-font-kokoro'>（诺亚……你也要好好看看我和格兰塞法的长进啊。）</span>
53,,ウフフ♪<br>ラカムさん、とても嬉しそうね。<br>少年みたいにキラキラしてるわ。,呵呵♪拉卡姆好像心情不错。散发着青少年的光芒呢。
54,,そ、そうか？<br>まぁ操舵士だったら誰だって嬉しいさ。<br>理想の艇が目の前にあるんだからな。,是、是吗？嗨，只要是操舵士，谁看到理想的骑空艇就在眼前都会高兴的。
56,,うんうん♪<br>理想を語る男性って素敵だなぁ……,嗯嗯♪胸怀理想的男子，感觉很不错呢……
57,,はぁ？<br>お、おい、なんだよ？<br>顔が近ぇよ、ちょっと離れろ。,啊？<br>喂、你干嘛啊？<br>你离太近了，退远点。
58,,ゴホン！<br>ま～ちゃん、何やってるの。<br>そんなに近づいてどうする気だい？,咳咳！小马~你怎么回事？离他这么近是想做什么？
59,,ん～……？<br>あはは、ごめんなさい♪<br>興味が湧いちゃうと、つい。,嗯~……？啊哈哈，抱歉♪<br>一时兴起就……
60,,別に謝る事じゃねぇが……<br>昔っからその調子なのかよ？,这倒也没什么……这家伙一直都是这样的吗？
61,,あぁ、それより誘導灯の件だ。<br>お前さん達が務めるってのは本気か？,对了，还有导向灯的事情。你们真的打算带路吗？
62,,あぁ。<br>天国の門は僕達が先行して飛行する。<br>天司長様の気配を探りながらね。,嗯。<br>由我们率先通过天堂之门。<br>毕竟我们还得寻找天司长的气息。
63,,任せて！<br>空図も羅針盤も意味がない所だし……<br>ちょっとは役に立ちたいもの。,交给我们吧！毕竟在那里空图和罗盘都没办法用……<br>让我们尽一点绵薄之力。
64,,わかった。<br>かなり厳しい旅路になるが、頼んだぜ。,明白了。<br>这段路很难走，但还是拜托你们了。
65,,……姬塔。<br>今の確認で準備は整った。<br>後の判断は任せるぜ。,……姬塔。一切准备完毕了。接下来听你指挥。
66,,<span class='scene-font-katari'>ラカムは黙って見つめ、</span><br><span class='scene-font-katari'>姬塔の反応を窺う。</span>,<span class='scene-font-katari'>拉卡姆沉默地等待姬塔的回应。</span>
66-sel1_txt,,<span class='scene-font-katari'>いこう</span>,<span class='scene-font-katari'>走吧</span>
68,,<span class='scene-font-katari'>姬塔は頷き、</span><br><span class='scene-font-katari'>出航のサインを出すのだった。</span>,<span class='scene-font-katari'>姬塔点头说道，发出起航的信号。</span>
info,,1,scene_evt180228_cp2_q4_s10
