id,en,jp,trans
0-chapter_name,,第6話 点と点を繋ぐように,第6集连接点和点
0-synopsis,,フェンリルに打ち負かされながらも、ウェルダーはレンジャーサインを信じジェイドがいる岬へ向かおうとする。フェンリルは人と獣は敵だと断じ、再びウェルダーを攻撃する。一方、姬塔達はロキからジェイドの<span class='scene-font-spword'>『狂乱』</span>を止める唯一の方法、星晶獣のコアを破壊する<span class='scene-font-spword'>『自爆』</span>機能について聞かされる。姬塔達は、この情報を伝えるために、ウェルダーを捜索するのだった。, 尽管被芬里尔击败，威路达依然相信战士标记，并试图前往翡翠石所在的海角。芬里尔宣称人类和野兽是敌人，并再次发起攻击。
2,,がはッ……！？,啊……！？
8,,ふん……,哼……
9,,<span class='scene-font-katari'>岬を前にして立ち塞がる暴食の狼。</span><br><span class='scene-font-katari'>その表情は氷のように冷め切っていた。</span>,暴食之狼阻挡在面前。<br>表情像冰一样寒冷。
10,,う……うぅ……,呜……呜……
11,,そのまま死んでろ。<br>タイマンでオレに勝てるかよ。,就那样去死吧。<br>你怎么可能打得赢我。
13,,はぁ……はぁ……！,呼……呼……！
14,,行かないと……<br>俺はレンジャーサインを……<br>ジェイドが待っているんだ！,我必须要去……<br>我要把战士印记……<br>翡翠石在等着我啊！
15,,……本物の馬鹿か？,真的是白痴吗？
16,,アイツの自我が残ってる？<br>地図上の点と点を結んだサイン？<br>都合のいい解釈してんじゃねぇ。,那家伙的自我还残留着？<br>连接地图上点与点的印记？<br>不要自己擅意解释啊。
17,,なんだと……<br>お前に俺達の何がわかる！,你说什么……<br>你根本不了解我们！
19,,あぁ？<br>てめぇこそオレ達の何がわかる？,嗯？<br> 你才是，你了解我们的什么？
21,,敵なんだよ、人と獣は──！,是敌人啊，人与兽──！
27,,お～い、ウェルダー！<br>ルリア、そっちはどうだ！？,喂———，维尔达———！<br>露莉亚，你那边怎么样？
28,,駄目です、足跡はどこにも……<br>丘に行った後、どこに向かったのか……,不行啊，哪里都没脚印……<br>不知道越过山丘之后走到哪里去了……
29,,夜の森は目が慣れてないと……<br>里長さん達を信じて待ちましょう。,要是眼睛不习惯夜间的森林的话……<br>相信村长他们，我们等一等吧，。
30,,<span class='scene-font-katari'>ロキに齎された情報により、</span><br><span class='scene-font-katari'>一行の状況もまた一変していた。</span>,因为洛基给的情报，一行人的状况又一次改变了。
31,,<span class='scene-font-katari'>ウェルダーの身を案じて、</span><br><span class='scene-font-katari'>里長達に事情を伝え協力を得ると、</span><br><span class='scene-font-katari'>その後を追う事にしたのだったが……</span>,因为担心维尔达的处境，<br>通知了村长他们并了解了情况之后，<br>便一路追踪维尔达……
32,,でもよぉ……<br>ロキのヤツ、どういうつもりなんだ？<br><span class='scene-font-spword'>星の民</span>の実験の新しい情報なんてよ。,但是啊……<br> 洛基那个家伙，到底想干什么？<br>星之民的实验的新情报什么的……。
33,,そうですね……<br>狂乱状態を止める、唯一の方法……,是啊……<br>唯一可以阻止这个狂乱状态的方法……
34,,でもあんなの……<br>まるでモノみたいに……,但是那种事……<br>简直是只把他当作一件物品……
35,,はい……<br>あまりにも痛ましいですね……,嗯……<br>真是太让人心痛了呢……
36,,<span class='scene-font-spword'>『自爆』</span>機能……<br><span class='scene-font-spword'>星の民</span>の邪魔になった時のために、<br>そのコアを破壊できる設計なんて……,“自爆”的功能.....<br>为了在需要的时候能阻止星之民，<br>就可以把核心给破坏掉的设计什么的……
37,,とんでもねぇ連中だぜ……<br>急いでウェルダーに知らせねぇと。,真是乱来……<br>要赶快通知维尔达才行。
38,,でも悪い事ばかりじゃねぇ。<br>その情報を踏まえて考ると、<br>ジェイドの目的がわかりそうなんだろ？,但这并不完全是坏事，<br>根据那份情报来考虑，<br>就可以知道翡翠石的目的了，不是吗？
39,,あ、はい。<br>里長さん達と話した推測では……,啊，是的。<br>根据村长他们做出的推测……
40,,あの神出鬼没で無軌道な行動は、<br>動物に見られる警告行動に似ていて……,那个神出鬼没、没有固定路径的行动，<br>跟动物的警告行为很相似。
41,,まるで自爆するに当たり、<br>誰も巻き込まないように、<br>確実な場所を作ろうとしてるような……,简直就像是因为要自爆，<br>为了不把其他人卷进来，<br>在制作一个能自爆的地方似的……
42,,だとしたらジェイドちゃんは、<br>心が残ってるかもしれないんですよね？,如果是这样的话，<br>翡翠石说不定还残留着心智对吧？
43,,あぁ、そうに違いねぇ！<br>狂乱した身体をなんとか操ってるんだ。,嗯，一定是的！<br>在尽力地控制着自己狂化的身体。
44,,まるでブレーキの壊れた艇の操舵だぜ。<br>意思疎通とか出来る方法がありゃあ──,就像是在操纵刹车坏了的骑空艇，<br>如果有能交流的办法的话……
47,,お～い、皆さん！<br>ウェルダーの行き先がわかりましたぞ！,喂！大家！<br>知道翡翠石往哪个方向走了！
48,,西の岬です！<br>この道を行けば見えて来ます！,是西部的海角！<br>沿着这条路走就能看到了！
49,,ありがとな！<br>後はオイラ達に任せろ！,谢谢啦！<br>接下来就交给我们吧！
50,,何卒おねがいします……！<br>わずかでも可能性があるのなら……,拜托了……！<br>只要还有一点可能性……
51,,わかりました！<br>まだ何が出来るかわかりませんが……<br>ウェルダーさんと一緒に頑張ります！,明白了！<br>虽然还不知道能做什么……<br>会和翡翠石一起加油的！
52,,ありがとうございます……！<br>辛い選択を迫っておいて……<br>途中の魔物はオラ達がなんとかします！,非常感谢……！<br>不得不做艰难的抉择.....<br>途中的魔物就交给我们来处理！
53,,はい、では岬に向かいましょう！,好，向海角前进吧！
info,,1,scene_evt170630_cp6_q1_s10
