id,name,detail
npc,露莉亚,3030182000
special,始原之龙,自属性伤害(特大)/防御力DOWN
special-汝の名は、バハムート,汝之名为·巴哈姆特,自属性伤害(特大)/攻防DOWN
skill-1,恩惠之风,我方全体获得幻影效果(1次)
skill-1++,恩惠之风,我方全体获得幻影效果(1次)/屏障效果
skill-2,猛烈之炎,我方全体获得攻击力UP/暴击率UP
skill-2++,猛烈之炎,我方全体获得攻击力UP/暴击率UP/伤害上限UP
skill-3,愈疗之水,我方全体HP回复(上限800)/再生效果(上限250)
skill-3+,愈疗之水,我方全体HP回复(上限1500)/再生效果(上限1000)/净化1个弱化效果
skill-4,丰穣之土,我方全体获得防御力UP/弱化耐性UP
skill-4+,丰穣之土,我方全体获得防御力UP/弱化耐性UP/格挡效果
support-1,温柔之心,自身获得无法普通攻击/受到伤害时的奥义值上升量UP/使用技能时奥义值UP(30%)
support-2,生命连接,<div class=prt-text-small>主角或露莉亚无法战斗时另一方也会无法战斗<br><span class=text-blue>◆1回合可以使用2次召唤石/仅前排有效</span></div>
support-3,自你的力量,战斗开始时若自身处于前排则主角获得攻防UP/援护效果(仅露莉亚)
skill-lb,LB技能,回合结束时自身获得奥义值UP
intro,苍之少女,曾经只能看着伙伴们战斗的少女，现在，觉醒了。从被保护的对象变成了保护你的存在。少女内心的呼唤为苍天带来了巨大的奇迹。
