id,en,jp,trans
0-chapter_name,,第1話 ある帝国兵の野望, 第1话  某个帝国士兵的野心
0-synopsis,,ユーリは、ファラとカタリナを説得して帝国軍に連れ戻すべく、二人のいる姬塔の騎空団に潜り込む。説得の時間を稼ぎたいユーリは、一行を帝国兵の少ない道へと案内する。その時、周囲に女性の悲鳴が響き渡る。見れば、ならず者達が女性を強引に連れて行こうとしていた。駆け出したユーリは、ならず者達を止めに入るのだった。, 尤利、为了说服法拉和卡塔莉娜回到帝国、潜入了两人所在的姬塔骑空团。为了争取说服时间的尤利、带领着他穿过没什么帝国兵的道路。那时候、身边突然响起了女性的惨叫。看过去、发现是小混混们打算抓走一位女性。冲了过去的尤利、开始阻止小混混们。<br>翻译报错到NGA@mirror0420
0,,<span class='scene-font-place'>アウギュステ</span><span class='scene-font-katari'>で展開される帝国の作戦に</span><br><span class='scene-font-katari'>星晶獣が関わっている事を知り、</span><br><span class='scene-font-katari'>島を訪れた姬塔一行。</span>,<span class='scene-font-katari'>得知帝国打算在<span class='scene-font-place'>奥古斯都</span>展开的作战行动</span><br><span class='scene-font-katari'>是和星晶兽有关、</span><br><span class='scene-font-katari'>而来到岛上的姬塔一行人。</span>
1,,<span class='scene-font-katari'>一行に紛れ込んだ帝国兵ユーリは、</span><br><span class='scene-font-katari'>裏切り者であるファラとカタリナを</span><br><span class='scene-font-katari'>連れ戻す策を頭に巡らせていた。</span>,<span class='scene-font-katari'>成功混入他们的帝国兵尤利、</span><br><span class='scene-font-katari'>正在脑海里考虑着要如何</span><br><span class='scene-font-katari'>把背叛者法拉和卡塔莉娜带回去。</span>
2,,どうだ、ルリア？<br>星晶獣の気配は掴めたか？, 怎么样、露莉亚？<br>能找到星晶兽的气息吗？
3,,うーん……<br>やっぱりこの島にいる事は<br>間違いないみたいなんですけど……, 嗯……<br>还是只能够确认<br>有星晶兽在这个岛上而已……
4,,君、ユーリといったか？, 你、是叫尤利对吧？
5,,はっ！　カタリナ中尉！<br>自分のユーリという名は<br>祖父がつけてくれました！, 是的！　卡塔莉娜中尉！<br>尤利这个名字<br>是祖父他给我起的！
6,,おいおい、中尉というのはよしてくれ。<br>私はもう帝国を抜けた人間だ。<br>今はただのカタリナという一騎空士だよ。, 喂喂、不用叫我中尉了。<br>我已经不再是帝国的人了。<br>现在我只不过是一个叫卡塔莉娜的骑空士。
7,,はっ！　失礼しました！<br>カタリナ中……いえ、カタリナ殿！, 好的！　不好意思！<br>卡塔莉娜中……不、卡塔莉娜殿下！
8,,それでだ。この島に今、帝国軍が<br>駐留しているようだが、星晶獣について<br>何か知っているだろうか？, 说回正事。现在这个岛上、好像已经<br>有帝国军在驻守了、关于星晶兽<br>你知道些什么吗？
9,,自分は作戦の詳細を伝えられる前に<br>抜けてきてしまったので、何とも……, 我在被告知详细的作战内容之前<br>就已经逃出来了、所以什么都……
10,,そうかぁ……<br>何かわかりゃよかったんだけどなぁ。, 这样啊……<br>要是你能知道些什么就好了。
11,,面目ありません。, 真是无地自容。
12,,ただ、ここ数日の兵の配置と哨戒範囲は<br>知っていますから、<br>無用な戦いを避ける事なら……, 不过、这几天的兵力配置和警戒范围<br>我都记下来了、<br>最起码能避免些不必要的战斗……
13,,帝国兵に見つからねえとなりゃ、<br>確かに楽だな！, 不会被帝国兵发现、<br>的确是轻松很多啊！
14,,<span class='scene-font-kokoro'>（こいつらと一緒に行動している所を</span><br><span class='scene-font-kokoro'>仲間に見られるわけには</span><br><span class='scene-font-kokoro'>いかんからな……）</span>,<span class='scene-font-kokoro'>（总不能够</span><br><span class='scene-font-kokoro'>让同伴看到我</span><br><span class='scene-font-kokoro'>和他们一起行动的啊……）
15,,配置の隙間を縫って行きましょう。<br>こちらです！, 我们从配置的漏洞中穿过去吧。<br>走这边！
20,,キャーッ！, 啊啊——！
21,,むッ！<br>なんだ！　悲鳴！？, 怎！<br>怎么了！　惨叫！？
24,,いいじゃねえか、姉ちゃんよゥ！, 有什么不好嘛、小姐姐！
25,,俺達と遊ぼうじゃんかよゥ！, 和我们一起玩玩嘛！
26,,イヤ！　放して！, 不要！　放开我！
27,,あいつら！<br>ってあれ？　ユーリの奴は？, 这些家伙！<br>咦？　尤利他人呢？
29,,いってぇ！　なにすんだコラァ！<br>……ってその格好、帝国兵かテメエ！, 很痛！　你干什么了混蛋！<br>……这个制服、帝国兵吗混账！
30,,その女性をどうするつもりだ、お前達！, 打算对那位女性做什么、你们！
31,,てめえの<br>知ったこっちゃねえだろうがコラァ！, 我们打算做什么<br>关你屁事啊！
32,,もとはといえば<br>お前らが街を占拠しやがったから<br>する事なくて暇なんじゃコラァ！, 要说原因<br>这都是因为你们占领了街上啊<br>让我们都没事干闲得发疯啊！
33,,帝国兵……？　そう、俺は帝国兵だ。, 帝国兵……？　沒錯、我是帝国兵。
34,,俺は誇り高き<br>エルステ帝国の兵士、ユーリ！<br>いざ尋常に貴様ら外道を叩きのめす！, 我是祟高的<br>埃尔斯特帝国士兵、尤利！<br>现在就堂堂正正地把你们这些邪魔外道打倒！
35,,あァン！？　やっちまうぞコラァ！<br>帝国兵だからってビビると思ってんのか<br>このどさんぴんがァ！！, 哈啊！？　看是谁打倒谁！<br>你以为帝国兵就能吓倒我们吗<br>你这个小喽罗！！
info,,1,scene_evt140930_cp1_q1_s20
