id,en,jp,trans
0-chapter_name,,第6話 若き義勇と水神の鉾, 第6话  年轻的义勇兵和水神的长矛
0-synopsis,,ユーリは、ポセイドンが説得に応じる気配すら見せない事に焦っていた。そして、ポセイドンが無数の魔物を次々と生み出し続ける姿を目の当たりにし、その力の強大さを思い知る。ユーリが帝国の所業の罪深さに苦悩して立ちすくみかけたところで、姬塔らに叱咤激励され、なんとか剣を振るうのだった。, 尤利他、因看不到波塞顿有被说服的意思而感到焦虑。然后、看到波塞顿不断创造魔物的样子、感觉到他的强大。尤利对帝国犯下的罪孽之深感到苦恼而站着发呆了、经过姬塔他们的激励、总算重新振作拿起剑来。<br>翻译报错到NGA@mirror0420
0,,島の破壊をやめるつもりはない……か。<br>俺と、親父のせいで……, 不打算放弃把岛破坏的想法……吗。<br>因为、我和父亲的原因……
1,,親父……<br>帝国軍って何のために戦ってんだ……, 父亲……<br>帝国军到底是为了什么而战的啊……
2,,小国だったエルステを救う……<br>そのために、<br>こんな事までしてたのか……, 拯救身为小国的埃尔斯特……<br>为了这个、<br>就连这种事也可以做了吗……
3,,正義、正義ってなんなんだ……, 正义、正义到底是什么啊……
4,,グォォォォッ！, 嘎噢噢噢噢噢！
5,,このっ！, 这东西！
6,,グギャッ！, 嘎啊！
8,,俺は……,我……
9,,俺は何のために戦うんだろうな……, 我到底是为了什么而战的啊……
10,,ユーリ！<br>悩んでる場合じゃないっす！, 尤利！<br>现在不是烦恼这些的时候！
11,,そうだぜ！　戦いに集中しろ！, 对啊！　集中精神战斗！
12,,ガァァァァッ！, 嘎啊啊啊啊啊！
info,,1,scene_evt140930_cp6_q3_s20
