id,en,jp,trans
0-chapter_name,,第1話 ある帝国兵の野望, 第1话  某个帝国士兵的野心
0-synopsis,,ファラが必死に魔物を撃退した姿を見たカタリナは、頑張ったご褒美として、夕飯を代わりに作ると申し出る。カタリナの料理の腕を考え、慌てて止めに入る一行。ファラは、カタリナの関心を料理から逸らすべく、魔物を呼び寄せる。結局、ユーリがその魔物の相手をする羽目に。戦いの後ユーリは、軍にいた頃より生き生きとするカタリナとファラの様子に戸惑うのだった。, 卡塔莉娜看到拼命撃退魔物的法拉之后、对她的努力表示称赞、提出想要帮她做晚餐。考虑到卡塔莉娜的厨艺、而慌忙阻止的一行人。法拉、为了把卡塔莉娜的注意力从下厨上移开、而把魔物招惹过来。最终、演开成尤利要和魔物战斗的展开。战斗过后的尤利、看到卡塔莉娜和法拉比在军队的时候过得还要开心的表情开始感到动摇。<br>翻译报错到NGA@mirror0420
1,,グォォォン……, 嘎噢噢噢噢……
3,,はぁ、はぁ……！<br>ど、どうっすか！　自分の本気！, 哈、哈……！<br>怎、怎么样！　我的真正实力！
4,,…………, …………
5,,お、落ち着け！　ファラ！<br>そんな戦い方をしていたら<br>体力がもたんぞ！, 先、冷静下来！　法拉！<br>你这种战斗方法<br>很快就会撑不住的！
6,,まだまだ本気じゃないっす！<br>余裕っす！ やるっす！<br>だいじょーぶっす！！, 这还不是我的全力！<br>还很轻松！我要上了！<br>没问题的说！！
7,,コラコラ。<br>変なところでムキにならないでくれ。,喂喂。<br>不要在奇怪的地方抬杠好不好。
8,,ファラはこの騎空団に来てから<br>ますます輝くようになったよ。<br>うむ！ さっきの技も素敵だったぞ。, 法拉你来到这个骑空团之后<br>越来越变得闪闪发亮哦。<br>嗯！刚才的剑术也非常漂亮哦。
9,,でへへへへへへ～, 欸嘿嘿嘿嘿嘿嘿～
10,,よし、頑張ったご褒美だ！<br>今日の食事当番は私が……, 好、作为你努力的奖励！<br>今日就由我来做饭……
11,,えひっ！？<br>そ、それは大丈夫っす！<br>食事当番は自分の役目っすよー！,欸！？<br>这、这就不用了！<br>做饭是我的使命啊！！
12,,う～む……<br>たまには私だって<br>料理を作りたいというのに……, 呃～嗯……<br>明明偶然我也想<br>要露两手厨艺的……
13,,待つっす先輩！<br>ここは後輩の顔を立てて欲しいっす！,等等前辈！<br>这事就给个机会后辈发挥一下吧！
14,,そ、そうだぜカタリナ！<br>それにもう<br>夕飯の下ごしらえはファラが……, 说、她说得对啊卡塔莉娜！<br>而且晚饭的准备<br>法拉已经做得七七八八了……
15,,そ、そうっすよ！<br>あとは作って盛り付けるだけっすから！,对、对啊！<br>剩下的就只差煮熟和装盘了！
16,,うむ……<br>この料理への情熱は<br>どこに向ければいいのか……, 嗯……<br>我这股想做菜的干劲<br>该怎样发泄呢……
17,,あっ！　見てください！<br>ままままま魔物です！<br>魔物があんな所に！, 啊！　看看那边！<br>是魔魔魔魔魔物啊！<br>那边有魔物！
18,,何っ？<br>ああ、この距離ならやりすごせそうだ。<br>大丈夫だろう。, 什么？<br>啊啊、这个距离的话应该不会被发现。<br>没事的。
19,,自分達が相手するっす！<br>来るがいいっす！<br>さあ来い魔物っす！, 我们来做你的对手！<br>放马过来！<br>来吧你们这些魔物！
20,,待て！<br>わざわざ魔物を呼び寄せる事は……, 等等！<br>我们不用特意地去招惹魔物的……
21,,<span class='scene-font-kokoro'>（いいぞ！　二人とも！</span><br><span class='scene-font-kokoro'>カタリナの興味が</span><br><span class='scene-font-kokoro'>料理から魔物に向いた！）</span>,<span class='scene-font-kokoro'>（做得好！　你们两个！</span><br><span class='scene-font-kokoro'>把卡塔莉娜的注意</span><br><span class='scene-font-kokoro'>从做菜转到魔物身上！）</span>
22,,<span class='scene-font-kokoro'>（任せろっす！）</span>,<span class='scene-font-kokoro'>（交给我吧！）</span>
23,,さぁ行くっすよ！　ユーリ！, 我們去吧！　尤利！
24,,え！？<br>お……俺が！？, 欸！？<br>我……我也要去！？
25,,グォォォォッ！, 嘎噢噢噢噢！
26,,な、なんだかよくわからんが<br>いくぞっ！, 虽、虽不太明白<br>要上了！
31,,ぜぇ……はぁ……, 呼……哈……
32,,大丈夫か、ユーリ。<br>怪我は……, 还好吧、尤利。<br>没受伤吧……
33,,うぐぐ……<br>なんで心配してもらってるっすか！, 呃咕咕……<br>为什么是你在被担心啊！
34,,やっぱりずるいっす！<br>ユーリ、そこ代われっす！, 还是不能接受！<br>尤利、让开换我来！
35,,お、おい！　叩くな！, 喂、喂—！　别打啊！
36,,<span class='scene-font-kokoro'>（なんか……ファラもカタリナ中尉も</span><br><span class='scene-font-kokoro'>帝国軍に居た時より楽しそうだな……）</span>,<span class='scene-font-kokoro'>（总觉得……法拉和卡塔莉娜中尉她们</span><br><span class='scene-font-kokoro'>比起在帝国军的时候现在过得更开心……）</span>
37,,<span class='scene-font-kokoro'>（いかんいかん、何を戸惑っている！</span><br><span class='scene-font-kokoro'>最悪、手荒な真似をしてでもこの二人は</span><br><span class='scene-font-kokoro'>帝国に連れ帰るんだ！）</span>,<span class='scene-font-kokoro'>（不行不行、不能有半点犹疑！</span><br><span class='scene-font-kokoro'>最坏的情况、就算要用粗暴点的方法</span><br><span class='scene-font-kokoro'>也要把她们带回帝国！）</span>
38,,<span class='scene-font-katari'> 姬塔の騎空団に</span><br><span class='scene-font-katari'>潜入した帝国兵ユーリ。</span>,<span class='scene-font-katari'> 成功潜入姬塔骑空団的</span><br><span class='scene-font-katari'>帝国兵尤利。</span>
39,,<span class='scene-font-katari'>騎空団でファラやカタリナが</span><br><span class='scene-font-katari'>以前と違う顔を見せている事に</span><br><span class='scene-font-katari'>戸惑いを覚えるのだった。</span>,<span class='scene-font-katari'>看到加入骑空団之后的法拉和卡塔莉娜</span><br><span class='scene-font-katari'>流露出和以前不一样的表情之后</span><br><span class='scene-font-katari'>开始对自己计划感到一丝犹疑。</span>
info,,1,scene_evt140930_cp1_q4_s10
