id,en,jp,trans
0-chapter_name,,第6話 若き義勇と水神の鉾, 第6话  年轻的义勇兵和水神的长矛
0-synopsis,,長い苦悩の中、ユーリは一つの結論に達する。亡き父と自分が信じていた帝国軍像を守るために、帝国軍の非道な作戦を阻止する──決意とともに、彼は剣を構え直した。闘志を取り戻したユーリをポセイドンが迎える。決して捨てられない物のために、青年は剣を振るうのだった。, 经过漫长的苦恼、尤利终于找到结论了。为了守护亡父所相信的帝国军、为了阻止帝国军不人道的作战──和这个决心一起、他重新架起了剑。取回了斗志的尤利重新对上波塞顿。为了绝对不能放弃的东西、青年把剑挥舞了起来。<br>翻译报错到NGA@mirror0420
0,,俺、やっぱり帝国軍が<br>悪者って信じたくないぜ……, 我、还是没法相信帝国军<br>是坏人啊……
1,,親父が発案した計画が、<br>島を滅ぼすような物だったって事も……, 父亲提议的计划、<br>会让这个岛被破坏也是……
2,,ユーリ……, 尤利……
3,,だから……俺は……,所以……我……
4,,帝国軍を悪にはさせん！<br>帝国の計画を阻止する！<br>こんな計画、ぶっ壊してやる！, 不会让帝国军成为坏人！<br>我要阻止帝国的计划！<br>这种计划、我要摧毁它！
7,,ポセイドン！<br>お前の手下は片付けた！<br>残るはお前だけだ！, 波塞顿！<br>你的手下全都被收拾了！<br>剩下的就只有你了！
8,,待たせるな。水神はすでに癒えた。<br>もはや島を奈落に葬るのは造作もない。, 让你等了。水神已经痊愈了。<br>现在把这个岛送进深渊简直易如反掌。
9,,そうかい……<br>なら貴様を止めてやる！<br>誇り高き帝国軍人の名にかけて！, 是吗……<br>那么就让我来阻止你！<br>以崇高帝国军人的名为誓！
info,,1,scene_evt140930_cp6_q4_s20
