id,en,jp,trans
0-chapter_name,,第5話 水神を呼びし者, 第5话  被称为水神的他
0-synopsis,,帝国軍で戦う事を誇らしげに話していた父の姿を思い浮かべ、嘆くユーリ。ポンメルンはそんなユーリに対し、今回の作戦の発案者はユーリの父親だと告げる。そして、ユーリの父親は星晶獣ポセイドンの危険性に気付いたが、その結果フュリアスに楯突いた事で命を落とす事になってしまったのだと言い放つ。ユーリは、ポンメルンの言葉に動揺を隠しきれないのだった。, 想起了父亲他以作为帝国军以战为荣的身影、发出叹息的尤利。伯梅伦对这样的尤利说道、这次作战的提议就尤利父亲提出的。之后、尤利的父亲察觉到星晶兽波塞顿的危险性、结果就是因为顶撞菲利亚斯而失去了性命。尤利他、已经没法隐藏因为伯梅伦的话而产生的动摇了。<br>翻译报错到NGA@mirror0420
0,,親父は帝国軍人である事に<br>誇りを持っていた……, 我父亲他一直都<br>以身为帝国兵这件事为荣……
1,,こんな非道……<br>胸張って俺に話すわけがないんだ！, 这种邪道……<br>他不可能引以为傲地对我说的！
2,,これは俺や親父の知っている<br>帝国軍の行いじゃない！, 这才不是我让父亲自豪的<br>帝国军会做的事情！
3,,親父……？<br>ああ、どこかで見た顔だと思ったら……<br>お前、あの男の息子でしたかネェ！,父母……？父亲……？<br>啊啊、怪不得好像见过你那张脸……<br>你、原来是那个男人的儿子、呢！
4,,ひとつ……<br>いい事を教えてあげましょうかネェ！, 有件事……<br>我一定要好好告诉你、呢！
5,,ポセイドンにまつわる作戦、<br>その発案者はお前の父親なんですネェ！, 波塞顿捕获作战、<br>提议的人就是你的父亲、呢！
6,,親父が？　嘘を言うな！<br>軍備のために<br>民が住まう島を犠牲にするなど……, 父亲他？　别骗人了！<br>为了军备<br>而去牺牲平民居住的岛这种事……
7,,そうですネェ。<br>ポセイドンの危険性に気付いた<br>あの男は計画を止めにきましたがネェ。, 你说得对。<br>察觉到波塞顿的危险性之后<br>那个男人就立刻把计划停止了、呢。
8,,フュリアス将軍閣下に楯突いたのが<br>命取りでしたネェ……, 不过顶撞菲利亚斯将军阁下<br>是会弄丢小命的、呢……
9,,フュリアス将軍閣下は吾輩の意見など<br>聞く耳持たぬ方ですからネェ～, 菲利亚斯将军阁下根本不会<br>去听我们的意见、呢～
10,,まさか、親父はフュリアス将軍に……, 不会吧、父亲他是被菲利亚斯将军……
11,,コホン！<br>まぁ、何にせよ、ですネェ！,Kohon！咳咳！<br>不过、不管怎样、呢！
12,,この事態を引き起こした要因の一つが<br>お前の父親だという事は<br>覚えておくんですネェ！, 现在会发生这种事的其中一个原因<br>就是你父亲<br>请你牢牢记住、呢！
13,,馬鹿な！<br>くだらんでまかせを言うな！, 不会的！<br>不要再胡说八道了！
14,,<span class='scene-font-katari'>ポンメルンの言葉に、ユーリは</span><br><span class='scene-font-katari'>動揺を隠しきれないのだった。</span>,<span class='scene-font-katari'>伯梅伦的话语、让尤利</span><br><span class='scene-font-katari'>他心里的动摇表露无遗。</span>
info,,1,scene_evt140930_cp5_q3_s10
