id,en,jp,trans
0-chapter_name,,エンディング,Ending
0-synopsis,,ポセイドンとの死闘を終えたユーリは、「帝国を止められるのはお前達しかいない」と、姬塔の騎空団への入団を希望する。そこに、ユーリの部隊の隊長が現れ、「貴様は死んだ事にしておいてやる」とユーリに告げる。そして、ユーリは帝国軍から離れ、姬塔の騎空団で新たな一歩を踏み出すのだった。, 结束了和波塞顿的死斗的尤利、说着「能阻止帝国军的就只有你们了」、希望能加入姬塔的骑空团。之后、尤利的队长出现了、和尤利说「我会对上面说你已经死了的」。然后、尤利离开了帝国军、在姬塔的骑空团里迈出了新的一步。<br>翻译报错到NGA@mirror0420
0,,<span class='scene-font-katari'>こうしてポセイドンと</span><br><span class='scene-font-katari'>幾度に渡る死闘を繰り広げた一行。</span><br><span class='scene-font-katari'>沈む夕陽を背に、最後の戦いが始まる。</span>,<span class='scene-font-katari'>就这样和波塞顿</span><br><span class='scene-font-katari'>展开无数回合死斗的一行人。</span><br><span class='scene-font-katari'>以西沉的夕阳为背景、开始了最后一场战斗了。</span>
3,,愚……行！　この戦いを幾度繰り返す？<br>愚者は……限りを知らぬものか……, 愚……蠢！　这种战斗还想重复多少次？<br>愚者……都是不知道限度的吗……
4,,ぜぇ、はぁ……！<br>これでもまだ、やるってのか！<br>ケジメ……つけてやる！, 呃、哈啊……！<br>都这样了、还能打吗！<br>差不多……要分胜负了！
5,,幾度……戦いを挑もうと……<br>裁きを、下す！<br>島は奈落へ……葬り、去る！, 不管……和你打多少次……<br>制裁、降下！<br>把这个岛……送到、深渊去！
6,,水神が鉾……受けよ！, 水神之矛……接招吧！
7,,これで、決着だ……！, 这下就、分胜负了……！
12,,ポセイドンの心が、<br>静かになっていきます……, 波塞顿的内心、<br>开始变得平静了……
13,,膝をつかせたか、この水神に……, 竟然让我跪下了、让本水神……
14,,人の子よ、貴様に免じよう。<br>裁きは……ここで下すまい。, 人之子啊、我就饶恕你吧。<br>制裁……不会对这里降下了。
15,,だが、心せよ。<br>再び水神を愚弄するなら……<br>次こそ島を奈落へ葬る。, 不过、牢记于心。<br>再次愚弄水神的话……<br>下次肯定会把岛送进深渊的。
16,,ああ、わかった……<br>覚えておくよ……, 啊啊、我知道了……<br>我会记得的……
17,,<span class='scene-font-katari'>心の静まったポセイドンに</span><br><span class='scene-font-katari'>ルリアが近づく。</span>,<span class='scene-font-katari'>露莉亚走向了</span><br><span class='scene-font-katari'>内心平静下来的波塞顿。</span>
18,,<span class='scene-font-katari'>ポセイドンは光の断片となって</span><br><span class='scene-font-katari'>ルリアの体へ吸収された。</span>,<span class='scene-font-katari'>波塞顿变成光的碎片</span><br><span class='scene-font-katari'>被露莉亚的身体吸收了。</span>
19,,……終わりました。, ……都结束了。
20,,ポセイドンは、<br>私の中で静かにしています。<br>もう、戦う気力も無いみたい。, 波塞顿、<br>在我的身体里过得很平静。<br>已经、没有要战斗的想法了。
21,,お陰で助かった……<br>帝国軍も親父も、<br>悪者にならなくて済んだよ。, 多亏你们……<br>帝国军和父亲都、<br>不用成为坏人了。
22,,もっとも、悪者にならずに済んだのは<br>今回に限った話かもしれないが……, 不过、没有成为坏人<br>也只不过是这一次就是了……
23,,ユーリ……, 尤利……
24,,ユーリのお父さんは悪者じゃないっす。<br>立派な方だったっす……, 尤利的父亲不是坏人的说。<br>他是位了不起的人物的说……
25,,…………, …………
26,,……カタリナ殿、ファラ、<br>姬塔殿。<br>頼みがある。, ……卡塔莉娜殿下、法拉、<br>姬塔殿下。<br>有件事想拜托你们。
27,,俺を……<br>俺を、お前達の騎空団に入れてくれ！, 让我……<br>请让我、加入你们的骑空团！
28,,都合のいい事を言ってるのは解ってる！<br>お前達を騙したのは許されない事だ！, 我知道这件事听上去只对我有好处！<br>骗了你们也是不应被饶恕的事！
29,,だが……帝国を止められるのは<br>お前達しかいない！, 但是……能够阻止帝国的<br>就只有你们了！
30,,これ以上、<br>帝国に悪事を働かせないために……<br>頼む！, 为了、<br>不让帝国继续做坏事……<br>拜托了！
31,,フン……<br>また脱走兵か。<br>よりにもよって俺の隊からとはな。, 哼……<br>又是逃兵吗。<br>而且偏偏还是我队里的。
32,,た、隊長！, 队、队长！
