id,en,jp,trans
0-chapter_name,,第6話 若き義勇と水神の鉾, 第6话  年轻的义勇兵和水神的长矛
0-synopsis,,今回の作戦の当事者として責任を感じたユーリは、ポセイドンの説得を試みる。しかし、気位の高いポセイドンは自らが傀儡へと落とされた事実を島ごと消し去ろうとしていた。ポセイドンは、<span class='scene-font-place'>アウギュステ</span>の海水を力に変え、着々と傷を癒す。その間の退屈しのぎとでもいうように、創り出した魔物達を肆月貳拾達にけしかけるのだった。, 对身为这次作战的相关者感到责任的尤利、尝试说服波塞顿。不过、高傲的波塞顿想将这个岛和自已曾被当作傀儡的事实一同消灭。波塞顿、把<span class='scene-font-place'>奥古斯都</span>的海水变成自已的力量、慢慢地治疗伤势。为了打发这段时间、创造了一群魔物向姬塔他们袭来。<br>翻译报错到NGA@mirror0420
0,,ポセイドン！<br>親父の分の制裁は俺が受けたっていい！<br>だから島を落とすのはやめろ！,波塞顿！<br>父亲的制裁由我来承担！<br>所以你不要破坏岛吧！
1,,謝罪だと？<br>愚行！　神は裁くのだ！<br>もはや人の子にかける慈悲は無い！, 谢罪？<br>愚蠢！　神只会制裁！<br>我已经没有能给予人子的慈悲了！
2,,水神が汚点を知る者、<br>そのことごとくを葬り去ろう！, 知道水神污点的人、<br>和这里的所有一同消失吧！
3,,ことごとく……<br>俺一人じゃ足りないって言うのか！, 这里的所有……<br>是说只有我一个人不够的意思吗！
4,,神に汚点は無い！<br>神の汚点は無に帰すのだ。, 神是没有污点的！<br>神的污点会从世上消失。
5,,この屈辱を全て無に帰そう。<br>この身は、じきに癒える。, 这份屈辱消失在虚无之中吗。<br>这个身体、不久后就会痊愈。
6,,気をつけてください！<br>ポセイドンの力がどんどん強く……！, 大家请小心！<br>波塞顿的力量变得越来越强大了……！
7,,待っているがいい。<br>屈辱を晴らす時を。, 你们就等着吧。<br>我雪除屈辱的时候。
8,,まずは<br>奴が呼び出した魔物の群れを叩く！<br>行くぞ！, 首先<br>把他召来的魔物打倒！<br>要上了！
info,,1,scene_evt140930_cp6_q2_s20
