id,en,jp,trans
0-chapter_name,,炎帝の追憶,炎帝的追忆
0-synopsis,,パーシヴァルと共にとある町へ訪れた姬塔一行は、町を襲う盗賊退治を依頼される。パーシヴァルが村長から盗賊について尋ねていると、町に盗賊達が現れる。一行は盗賊達を追い払う為、剣を抜く。,姬塔一行和帕西瓦尔一起接受了击退盗贼的任务。帕西瓦尔正询问村长详细情况的时候，村子里突然出现了盗贼。一行人为了赶走他们拿起了武器。
0,,<span class='scene-font-katari'>パーシヴァルが仲間になってからも、</span><br><span class='scene-font-katari'>各地を旅し続ける一行。</span>,帕西瓦尔成为同伴后姬塔一行也仍然在各地旅行。
1,,<span class='scene-font-katari'>一行は、旅の疲れを癒やしに</span><br><span class='scene-font-katari'>立ち寄った町で、定期的に町を襲う</span><br><span class='scene-font-katari'>という盗賊退治を依頼される。</span>,一行人在休息的村落中接到了击退盗贼的任务。
2,,見ず知らずの我々に頼むとは、<br>相当切羽詰まっている状況なのか？,居然拜托素不相识的我们，你们情况相当严重吧？
3,,は、はい……<br>お休みに立ち寄られたのに、<br>本当に申し訳ありません……,是、是的....大家难得过来休息一次，实在很对不起....
4,,そんなことより……<br>この町の自警団は、<br>何をしている？,比起这个...这个村子的治安队在干什么？
5,,それが……情けないことに<br>盗賊どもに遅れをとってしまい、<br>ほとんどが怪我で動けず……,那个...虽然难以开口...他们因为行动迟缓几乎都被盗贼打的动弹不得...
6,,そうか……<br>つまり戦力は俺たちだけと<br>いうことだな……,这样啊...所以战力只有我们了吗....
7,,で、では！<br>引き受けてくれるのですね！,那、那么！您愿意接受这份委托吗？
8,,ん……あ、いや……盗賊が<br>襲って来るかもしれないのに、<br>おちおち休めないからな……,嗯.....啊、不....因为可能有盗贼袭击我们也休息不好啊....
9,,……そうだろう？<br>姬塔？,....是吧，姬塔？
10,,<span class='scene-font-katari'>姬塔は、</span><br><span class='scene-font-katari'>パーシヴァルの</span><br><span class='scene-font-katari'>言葉を受けて頷く。</span>,姬塔点了点头。
11,,み、皆さん！<br>ありがとうございます！,真、真是太感谢大家了！
12,,礼はいいから……<br>その盗賊について詳しく教えろ。,不用谢...先说说盗贼的具体情况吧。
13,,はい。やつらは……<br>この近くの廃墟をアジトにしていて<br>夜な夜な町を襲いに来るんです……,好的，那些家伙以附近的废墟为基地一到晚上就会袭击过来……
14,,廃墟か……<br>で、敵の戦力は？,废墟吗...对方战力多少？
15,,さ、さぁ……<br>戦うのは町の若い衆で、<br>詳しいことは……,不、不清楚...战斗的都是年轻人，具体我也不知道...
16,,だったら早く<br>その若い衆とやらを呼んでこい！,那就快点把年轻人叫过来！
17,,は、はぃい！<br>今すぐ！,是是！马上就叫！
18,,<span class='scene-font-katari'>その時。</span><br><span class='scene-font-katari'>一行の前に、若い町人が</span><br><span class='scene-font-katari'>息を切らせて飛び込んでくる。</span>,就在此时。村里的年轻人喘着大气跑道众人眼前。
20,,町長！<br>大変です！,村长！不好了！
21,,ちょうどいい所に来た！<br>ちょっとこの人達と話を……,你来得正好！我正在和这些人商量...
22,,盗賊です！<br>盗賊が現れたんです！　<br>,盗贼、盗贼来了！
23,,な、なに！<br>そりゃ大変だ！<br>皆さん……お、お願いします！,什、什么！大事不妙了！拜....拜托各位了！
24,,ちっ……姬塔、<br>相手の戦力は不明だが……,切...姬塔，虽然我们不清楚对面的情况...
25,,仕方ない……<br>このまま打って出るぞ！,没办法，就这样出击吧！
26,,おうよ！<br>任せとけってんだ！,喔！交给我们吧！
28,,<span class='scene-font-katari'>そのまま町中に</span><br><span class='scene-font-katari'>打って出る一行。</span>,就那样出发的一行人。
29,,<span class='scene-font-katari'>町中では盗賊達が</span><br><span class='scene-font-katari'>暴れ回っている。</span>,盗贼们在村中肆意妄为。
31,,きゃははは！<br>俺が可愛がってやるぜ！,啊哈哈哈哈！让本大爷好好疼爱你！
32,,きゃーっ！,呀啊啊！
33,,おい貴様……<br>その手を離せ！,喂你这混蛋，把手给我放下！
34,,あー？<br>なんだテメェは？,哦？你是哪根葱啊？
35,,生憎……<br>下賤の輩に名乗る様な名は<br>持ち合わせていない。,真不巧...我可不会对下贱之人自报姓名。
36,,はっ！<br>調子に乗りやがって……<br>後悔させてやるぜ！,哈？我看你是蹭鼻子上脸...这就让你后悔！
37,,馬鹿めが……<br>行くぞ、姬塔！,真是愚蠢....要上了姬塔！
info,,1,scene_chr165_q1_s10
