id,en,jp,trans
0-chapter_name,,その男、静かに燃える,那个男人，静静地燃烧着
0-synopsis,,とある乗合馬車で姬塔一行は、親子連れと豪奢な鎧姿の男と出会う。しばらくすると山賊が現れ、一行が乗る馬車を襲う。鎧姿の男は山賊を一掃し、ぐずる子供を力強く諭して関所へと向かう。しかし、門番は山賊と結託しており、怒れる鎧姿の男は門番と山賊を倒し、一行と共に騎空艇に乗り込む。鎧姿の男、パーシヴァルは姬塔を気に入り、家臣にすると告げるのだった。,姬塔一行在乘坐马车的时候，遇到了一起乘坐的母子和身着奢华铠甲的男人。过了一段时间马车遭到了山贼的袭击。穿铠甲的男人横扫山贼并给哭泣的孩子们打气后，一行人便继续向关卡前进。但是看守关卡的门卫却勾结山贼，愤怒的铠甲男人打倒了门卫和山贼，和姬塔一起乘上了骑空艇。穿铠甲的男人帕西瓦尔相当中意姬塔，声称要收姬塔为自己的家臣。
0,,<span class='scene-font-katari'>ここはとある国境の山岳地帯。</span><br><span class='scene-font-katari'>姬塔一行は、深い渓谷を行く</span><br><span class='scene-font-katari'>乗合馬車に、その身を揺られている。</span>,这里是某国国境的山岳地带。姬塔一行搭乘马车前往深处的溪谷。
1,,<span class='scene-font-katari'>馭者と一行の他に乗客は、</span><br><span class='scene-font-katari'>疲れて眠りこける親子連れとその場に</span><br><span class='scene-font-katari'>そぐわない豪奢な鎧姿の男。</span>,马车御者和其他乘客已经因为疲惫陷入梦乡，只有带着孩子的母亲和穿着豪华铠甲的男人还在醒着。
2,,ったく……<br>騎空艇を使えれば、こんな山ぐらい<br>ひとっ飛びなのによぅ……,真是的....这种山头用骑空艇明明一下就飞过去了...
3,,まぁまぁ、ビィさん。<br>たまにはのんびりと移動するのも<br>いいじゃないですか。,碧别气啦，偶尔慢慢地移动也不错啊。
4,,<span class='scene-font-katari'>その日、一行は山麓に広がる戦線に</span><br><span class='scene-font-katari'>補給物資を届けるという</span><br><span class='scene-font-katari'>任務を終え、帰路についていた。</span>,<span class='scene-font-katari'>那一天，姬塔一行完成了给山中部队运送物资的任务，踏上了返程的道路。</span>
5,,<span class='scene-font-katari'>辺りは既に日も落ち、</span><br><span class='scene-font-katari'>馬車はのろのろと坂道を進む。</span>,<span class='scene-font-katari'>这时已经日落，马车慢悠悠地走在下坡路上。</span>
6,,<span class='scene-font-katari'>その時、</span><br><span class='scene-font-katari'>母親に身を寄せて眠っていた</span><br><span class='scene-font-katari'>幼い兄妹が目を覚ます。</span>,<span class='scene-font-katari'>这时睡在母亲身边的兄妹醒了过来。</span>
7,,う……うぅ……,呜....呜呜...
