id,en,jp,trans
0-chapter_name,,その男、静かに燃える,
0-synopsis,,とある乗合馬車で姬塔一行は、親子連れと豪奢な鎧姿の男と出会う。しばらくすると山賊が現れ、一行が乗る馬車を襲う。鎧姿の男は山賊を一掃し、ぐずる子供を力強く諭して関所へと向かう。しかし、門番は山賊と結託しており、怒れる鎧姿の男は門番と山賊を倒し、一行と共に騎空艇に乗り込む。鎧姿の男、パーシヴァルは姬塔を気に入り、家臣にすると告げるのだった。,姬塔一行在乘坐马车的时候，遇到了一起乘坐的母子和身着奢华铠甲的男人。过了一段时间马车遭到了山贼的袭击。穿铠甲的男人横扫山贼并给哭泣的孩子们打气后，一行人便继续向关卡前进。但是看守关卡的门卫却勾结山贼，愤怒的铠甲男人打倒了门卫和山贼，和姬塔一起乘上了骑空艇。穿铠甲的男人帕西瓦尔相当中意姬塔，声称要收姬塔为自己的家臣。
1,,ここまで来れば、<br>もう安心だ。,到这里就安全了。
2,,ふぃ〜<br>追っ手も来なくて良かったな！,呼～盗贼们没有追杀过来真是太好了！
3,,はい！<br>きっと私達に敵わないって<br>思ったんじゃないでしょうか。,是啊！一定是觉得打不过我们。
4,,お前達も、<br>よく頑張ったな。,你们也干的不错。
5,,へへっ！<br>これくらい平気だよ！,嘿嘿！这点路不算什么！
6,,ふふん！　私だって……<br>まだまだ歩けるんだから！,哼哼！我也...还能走..！
7,,皆さん……<br>本当にありがとうございます。,真的是....太感谢大家了。
8,,すまないが……国境を越えるまで、<br>もう少しだけ頑張ってくれるか？,抱歉...越过国境之前再努力一会吧。
9,,<span class='scene-font-katari'>そうして、一行は、</span><br><span class='scene-font-katari'>関所の門の前へ向かう。</span>,然后一行人就到达了关卡的大门前。
10,,<span class='scene-font-katari'>関所を抜けようとする一行は、</span><br><span class='scene-font-katari'>門番達に制止される。</span>,大家正要出关，却遭到了门卫的制止。
11,,おっと……<br>通行証を見せてもらえるかな？,哎呀，能给我看一下你们的通行证吗？
12,,<span class='scene-font-katari'>門番達に、通行証を</span><br><span class='scene-font-katari'>見せる一行。</span>,一行人出示了通行证。
13,,さぁ……<br>これで問題は無いはずだ。<br>道を空けてくれ。,没问题了吧，把道让出来。
14,,ああ……<br>確かに正真正銘の<br>通行証だ……,没错...的确是正牌的通行证呢……
15,,<span class='scene-font-katari'>そう言うと門番は、</span><br><span class='scene-font-katari'>一行の目の前で</span><br><span class='scene-font-katari'>通行証を破り捨てる。</span>,门卫这样说着撕掉了大家的通行证。
16,,……何の真似だ？,...你在干什么？
17,,いやぁ、悪ぃなぁ……<br>お前らを通すなって<br>お達しがあってよ……,哎呀不好意思....我接到了通知不能放你们过去呀。
18,,<span class='scene-font-katari'>一行の背後から、先ほどの</span><br><span class='scene-font-katari'>山賊達がぞろぞろと現れる。</span>,这时一行人身后忽然出现了不久前遇到的山贼。
19,,なっ！？<br>どうなってんだぁ！！,哈！？到底怎么回事啊！！
20,,た、大変です！,不、不好了！
21,,…………,……..
22,,おいおい……このまま<br>無事に逃げられるとでも<br>思ったか……,喂喂...你还以为能平安无事逃走吗？
23,,へへっ。<br>さっきのお礼は……<br>たっぷりさせてもらうぜぇ……,嘿嘿，刚才那笔帐要和你们好好算一下喔....
24,,おいおい……<br>ガキと女は傷つけんなよ！,喂喂...别伤到小孩和女人哟！
25,,わーってるって！<br>取り分はいつもと一緒だ。,知道知——道！分成按老规矩算。
26,,くっくっくっ……,呵呵呵.....
27,,あぁ？<br>テメェ……何がおかしい？,啊？你这混蛋...有什么好笑的？
28,,こいつ……<br>気でも触れちまったのかぁ？,这家伙...疯了吗？
29,,この国は……<br>どこまでも腐っているようだな……,这个国家真是...腐烂到极致了呢.....
30,,はっ！<br>どうもありがとよ！,嗨！那可真是多谢夸奖！
31,,いや……<br>こちらこそ感謝する。,不...我才要谢谢你们。
32,,貴様らの様な外道に……<br>手加減は不要だからな……,对你们这群畜生就不用放水了。
33,,いいねぇ〜<br>こういう正義の味方気取りのヤツを<br>倒すのたまんないわー,不错不错～我就想搞死这种正义人士呢——
34,,さぁ……<br>骨の髄まで焼き尽くされる……<br>覚悟はできてるんだろうなぁ？,来吧...我要把你们的骨髓都烧得一干二净...做好觉悟了吧？
35,,お、オイラ達も行くぜ！<br>姬塔！,我、我们也上吧！姬塔！
36,,おい、姬塔……<br>俺がやり過ぎそうな時は、<br>お前が止めてくれ……,喂姬塔...我要是干过头了你就负责制止我.....
37,,は、はい！<br>分かりました！,好、好的！我知道了！
38,,<span class='scene-font-5'>行くぞッ！！！</span>,上吧！！！
41,,<span class='scene-font-katari'>剣を構えて</span><br><span class='scene-font-katari'>突進する男。</span>,身着铠甲的男人摆好了架势开始突击。
42,,<span class='scene-font-katari'>勝敗は一瞬で決する。</span><br><span class='scene-font-katari'>男は、瞬く間に門番と</span><br><span class='scene-font-katari'>山賊をなぎ倒していく。</span>,就在一刹那，他横扫了门卫和山贼们。
43,,<span class='scene-font-katari'>が、男の憤怒の炎は収まらず、</span><br><span class='scene-font-katari'>飛び火した炎によって</span><br><span class='scene-font-katari'>関所は焼け落ちてしまう。</span>,但是男人愤怒的火焰并没有收敛，迸发出的火炎把关卡也燃烧殆尽。
44,,<span class='scene-font-katari'>一行は、そのまま関所を越えて</span><br><span class='scene-font-katari'>国境を走り抜ける。</span>,一行人就那样穿过了国境。
info,,1,scene_fate_chr165_ep1_2
