id,en,jp,trans
0-chapter_name,,炎帝の追憶,
0-synopsis,,パーシヴァルの指揮の下、一行は盗賊達のアジトへと向かう。アジトに辿り着いたパーシヴァルと一行は盗賊達を圧倒する。だが、パーシヴァルは「黒竜騎士団副団長」と自ら名乗ると同時に動揺し、隙を生んでしまう。その隙を狙う盗賊からパーシヴァルを守るため、一行は彼の元へ駆けつける。,在炎帝的指挥下一行人前往盗贼们的基地。他们以压倒性的优势横扫了盗贼。但帕西瓦尔自称「黑龙骑士团副团长」的时候却发生了动摇，盗贼们趁着机会想杀掉他，姬塔一行为了保护帕西瓦尔而冲向了盗贼。
0,,<span class='scene-font-katari'>パーシヴァルの活躍で</span><br><span class='scene-font-katari'>盗賊達をひとり残らず</span><br><span class='scene-font-katari'>追い払った一行。</span>,因为帕西瓦尔的活跃，姬塔他们一网打尽了盗贼。
1,,<span class='scene-font-katari'>翌日、パーシヴァルの指揮の下</span><br><span class='scene-font-katari'>一行は、盗賊達のアジトへ</span><br><span class='scene-font-katari'>向かっていた。</span>,第二天，在他的指挥下一行人前往盗贼的基地。
2,,敵の数は多くとも……<br>所詮烏合の衆。,虽然敌人有数量上的优势，但都是乌合之众。
3,,安心しろ……<br>幾多の死線をくぐり抜けた、<br>我らに、敗北の二文字は無い！,不用担心，几度穿越死线的我们没有败北二字！
4,,おーっ！<br>我らに敗北の二文字は無い！,喔—！我们没有败北二字！
5,,おいおい……<br>トサカの兄ちゃん、<br>いつもとなんか違くねぇか？,喂喂...鸡冠头小哥好像和平时不太一样？
6,,そうですか……<br>いつものパーシヴァルさんですよ？,是这样吗....我觉得没有不同呀？
7,,そ、そうか……<br>ならいいんだけどよぅ……,是、是吗...那就好啦……
8,,さぁ……皆の者……<br>勝利は目前だ！<br>我に続けぇ！,胜利就在眼前！跟着我上啊！
9,,おーっ！,哦—！
11,,<span class='scene-font-katari'>こうして、パーシヴァルの</span><br><span class='scene-font-katari'>指揮の下、一行は盗賊達を</span><br><span class='scene-font-katari'>順調に撃破していった。</span>,在帕西瓦尔的指挥下，一行人顺利地击败了盗贼。
12,,<span class='scene-font-katari'>そして一行は、とうとう</span><br><span class='scene-font-katari'>盗賊の頭目を追い詰める。</span>,然后终于把盗贼头子逼入了绝境。
14,,ぐっ……<br>統制された戦術……,呜....这种有计划的作战.....
15,,貴様ら……<br>いったい何者だ……,你们到底是谁...
16,,我が名は……<br>パーシヴァル。,我名帕西瓦尔。
17,,黒竜騎士団副団長……<br>炎帝のパーシヴァルだ。,黑龙骑士团副团长，炎帝帕西瓦尔。
18,,黒竜……騎士団……<br>だと……,居然是...黑龙...骑士团....
19,,大人しく降参すれば……<br>その身の安全は保障しよう。,老老实实投降便不会取你性命。
20,,くそっ……<br>なぜ騎士団の連中が<br>こんなところに……,可恶...为什么骑士团的人会在这里...
21,,えっ……<br>パーシヴァルさん……,哎...帕西瓦尔...
22,,いま……騎士団がどうとか……<br>言いました？,刚才好像说了骑士团什么的....？
23,,いや……<br>オイラに聞かれてもなぁ……,额...你问我也没用啊....
24,,はっ……<br>お、俺は今なんと……,啊...我、我刚才....
25,,<span class='scene-font-kokoro'>（ん……</span><br><span class='scene-font-kokoro'>何か様子がおかしいぞ……）</span>,（嗯...他好像有点奇怪……）
26,,あ、あの……<br>パーシヴァルさん！<br>大丈夫ですか！,啊、那个....帕西瓦尔你还好吗？
27,,俺は今……<br>黒竜……騎士団と……,我刚才说....黑龙....骑士团.....
28,,<span class='scene-font-kokoro'>（いまだ……</span><br><span class='scene-font-kokoro'>この隙にアイツを殺ってやる……）</span>,（就是现在....杀了他...）
29,,姬塔！<br>なんだかわからねぇけど、<br>トサカの兄ちゃんを助けるぞ！,姬塔！虽然搞不清楚发生了什么，我们快去救鸡冠头小哥！
info,,1,scene_chr165_q3_s10
