id,en,jp,trans
0-chapter_name,,王たる者の覚悟,作为王的觉悟
0-synopsis,,翌日の早朝、河の様子を見に来た姬塔一行は、明け方までの雨の影響で荒れる河の流れの速さに萎縮する。立派な堤に守られ、近づかなければ危険もないこちら側の街とは異なり、対岸の町の貧弱そうな堤を見て不公平だと言うビィに対しパーシヴァルは、それでも兄が最良だと考え、理に適った策を取った結果だろうと告げた。,第二天早上，姬塔一行被急速奔流的河水所震惊。碧看到两岸完全不同的河堤开始打抱不平。但是帕西瓦尔说这是兄长所考虑到的最合理的方案。
1,,<span class='scene-font-katari'>雨は夜半過ぎから更に強まり、</span><br><span class='scene-font-katari'>明け方まで降り続いた。</span>,
7,,<span class='scene-font-katari'>そして翌日の朝早く――</span>,到了半夜，雨下得更大了。就这样持续到第二天早上——
8,,雨は止んだけど、<br>河の水は昨日以上に<br>すげぇ勢いだなぁ。,虽然雨停了，但河水涨势更强了啊。
9,,ちょっと怖いくらいですね……,有点害怕啊.....
10,,まあ、昨日も見た通り、堤は<br>しっかりしてるみてぇだから転がり<br>落ちたりしなけりゃ大丈夫だろ！,不过河堤和昨天一样纹丝不动呢，应该没问题吧！
11,,それにしてもトサカの兄ちゃん、<br>こんな朝早くに、あっちの町を<br>見に行くなんて、急にどうしたんだ？,话说回来鸡冠头小哥一大早要就去对面的镇子，出什么事了？
12,,<span class='scene-font-katari'>一行は、対岸の小さな町を</span><br><span class='scene-font-katari'>見に行くと言うパーシヴァルに</span><br><span class='scene-font-katari'>同行している。</span>,姬塔一行和帕西瓦尔一起去往小镇。
13,,対岸の堤を見てみろ。,你们看对面的河堤。
14,,えーっと、あっちの岸ですか……？,是那边吗？
15,,んー、良くは見えねぇけど<br>こっちよりも少し低い……<br>ように見えるな。,嗯—虽然看不清楚但是好像比这边的河堤低了一点。
16,,ああ、その通りだ。<br>それに、おそらく強度も<br>こちらよりかなり劣るだろう。,没错，而且不如这边坚固。
17,,それって……<br>もしかして、壊れたり<br>しちゃうんじゃ……！？,那...说不定会坏掉吗？
18,,昨日から気になってはいたが、<br>また雨も降って水の勢いが<br>増しているからな……,虽然昨天就有些在意，但是因为昨夜的降雨水势又涨了....
19,,ないとは言い切れん。,这下就危险了。
20,,そいつは大変じゃねぇか！<br>つーかよぉ、そもそもなんで河の<br>こっちばっかり整備されてんだ？,那就大事不妙了啊！为什么这边的河堤修的这么好？
21,,そんな差があるんじゃ、<br>不公平じゃねぇか。,差距这么大，太不公平了。
22,,不公平……か。<br>だがこれは単純な問題ではない。,不公平...吗。但这个问题可不简单。
23,,国土を整備するにあたり、<br>全ての場所を同時に、平等に<br>進めることは不可能だ。,整备国土的时候，不可能做到所有的地方都一律平等。
24,,確かに……どうしても<br>順番になっちゃいますよね。,的确....怎么做要有先后顺序。
25,,そうだ。優先順位を付けざるをえない。<br>それに、治水事業と言うのは<br>特に難しい。,是的，必须要有优先抉择。特别是治水方面难度非常大。
26,,この現状は、兄上のご判断の結果だ。<br>兄上は兄上が最良だと思う……理に<br>かなった策を取っていらっしゃるはず。,现在这个情况便是兄长的判断。兄长所考虑的最优解....应该是最符合事理的答案了。
27,,なるほど、そういうもんなのかぁ。<br>まあ、オイラには<br>よくわかんねぇけどよぉ。,原来是这样啊。虽然我不太明白。
28,,はい……<br>王様って、すごく難しそうですね。,嗯.....王真不好当呢。
29,,……そうだな。,....是啊。
info,,1,scene_ult_chr165_ep1_q2_s10
