path,trans,duration,note
voice/3040037000_Halloween1b,不给糖就捣蛋。,3,万圣
voice/3040037000_Halloween2b,万圣节，快乐。,3,
voice/3040037000_Halloween3b,万圣节好像到了呢。芬芙她大概会为了糖果来我这儿吧。\n不，不如说是为了恶作剧。,15,
voice/3040037000_Xmas1a,……圣诞……快乐！,4,圣诞
voice/3040037000_newyear1,恭贺新年！,3,新年
voice/3040037000_newyear3,恭贺新年。你今年的抱负是什么？\n把新一年作为分界线也不是坏事。,12,
voice/3040037000_Valentine1a,情人节，快乐。,5,情人节
voice/3040037000_Valentine2a,情人节……情人节啊。最近时髦的节日增加了很多啊。\n不过迎合潮流也是一种习俗，你也吃点甜食吧。,19,
voice/3040037000_whiteday1b,白色情人节，快，乐！,3,白情
voice/3040037000_whiteday2,白色的日子啊，完全没什么概念的庆典呢。\n不过传达对平日的感激之情也不是坏事。\n我也去买个糖果好了。你也会吃的吧,20,
