path,trans,duration,note
voice/3040045000_birthday1,Happy Birthday！,1,生日
voice/3040045000_birthday2,生日快乐。,1,
voice/3040045000_birthday3a,能与你一起庆祝你生日纪念日，我很高兴。,5,
voice/3040045000_Halloween1,万圣节快乐！,2,万圣
voice/3040045000_Halloween2,不给糖就捣蛋。\n我过去在的骑士团也是大家一起变装一起玩乐。,8,
voice/3040045000_Xmas1,圣诞快乐！,2,圣诞
voice/3040045000_Xmas2,今天是圣诞节啊。\n今夜你会和谁一起庆祝？,6,
voice/3040045000_newyear1a,新年快乐！,2,新年
voice/3040045000_newyear3,新的一年又要开始了呢。\n今年也请多关照了，团长。,7,
voice/3040045000_Valentine1,情人节快乐！,2,情人节
voice/3040045000_Valentine2,你要给我巧克力吗？呵呵……很高兴能从你这里收到。谢谢。,7,
voice/3040045000_Whiteday1,白色情人节快乐！,2,白情
voice/3040045000_Whiteday2b,嗯？有什么好惊讶的？\n你不记得今天是白色情人节了吗？,7,
voice/3040045000_Whiteday3,呵呵……这是我的一点心意。希望你喜欢……,7,
