id,en,jp,trans
0-chapter_name,,第9章　雲上の水平線,第9章  云端水平线
0-synopsis,,オイゲンに良いように使われながら、星晶獣の気配を探る<span>姬塔</span>一行。しかし、ルリアでも正体を掴めないでいると、海を腐らせている兵器開発の実験場が見つかったという連絡が入る。,<span>姬塔</span>一行一边在欧根手下跑腿，一边探索星晶兽的气息。然而就连露莉亚也没能捕捉到方位。此时有消息说发现了导致海洋腐臭的武器实验地点。
0,,"いやぁ、お前らいると<br>
沿岸警備が楽でいいなぁ！",哎呀，有你们在，在海岸警备也很轻松啊！
1,,"……おい、ラカム、<br>
何かいいように、<br>
使われている気がするんだが……？",……喂、拉卡姆，总感觉欧根在随便使唤我们啊……？
2,,"昔っから、なんかあのおっさんには、<br>
逆らえなくてなぁ……<br>
周りを振り回すのが得意というか……",大叔一直就这样，总让人感觉很难拒绝他……就是擅长使唤人吧……
3,,"ねぇ、姬塔<br>
ルリアのほうはどう？",呐，姬塔，露莉亚怎么样了？
4,,"星晶獣の気配について<br>
何か新しいことはわかった？",关于星晶兽的气息，有什么新的发现吗？
5,,"姬塔、星晶獣の気配は<br>
さっきまでと変わらないです。<br>
ずぅっと、ぼんやりしてる感じ。",姬塔，星晶兽的气息和刚才一样。感觉一直都很模糊。
6,,"うし！<br>
じゃあ、適当なタイミングで<br>
おっさんの目を盗んで……",好！那我们就趁大叔不注意的时候……
8,,"おう、トカゲ、<br>
何をこそこそしてんだ？",喂、蜥蜴、你们在说什么悄悄话呢？
12,,"んえっ！<br>
ななな、なんでもないぜっ！？<br>
なぁ！？　姬塔！？",咦？没、没、没说什么！？是不是！？ 姬塔！？
13,,"<span class='scene-font-4'>っていうか！</span><br>
オイラはトカゲじゃないからな！<br>
そこんとこ間違えるんじゃねーぜ！",<span class='scene-font-4'>而且！</span>咱不是蜥蜴！别搞错了！
14,,"そうなのか？<br>
んなことより、<br>
さっき仲間から連絡があった。",是么？对了，刚才我的同伴和我联络。
15,,"海が腐る原因になってる、<br>
兵器開発の実験場が見つかったとよ。<br>
オレたちも行くぞ、トカゲ！",说造成海洋腐烂的武器实验场地找到了。我们也去，听见了吗蜥蜴！
17,,"だから！<br>
オイラはトカゲじゃないって……！",所以说！咱不是蜥蜴……！
18,,"ビィくん！　急がないと<br>
オイゲンが先に行ってしまうぞ！",阿碧！不快点来的话，就跟不上欧根咯！
19,,"くっ……<br>
覚えてろ、あのおっさん……",切……你个大叔可给我记住了……
info,,1,scene_cp9_q3_s20
备注,,,ver-1: @煌月夜 2018/4/9
