path,trans,duration,note
voice/3040016000_s1_halloween0,万圣节快乐！,2,万圣
voice/3040016000_s1_halloween1,不给糖就捣蛋！,2,
voice/3040016000_s1_halloween8,嗷~不给糖就捣蛋！不给糖的家伙就等着在天空尽头后悔吧！\n哈哈，万圣节真开心啊~,14,
voice/3040016000_s1_christmas1,圣诞快乐！,2,圣诞
voice/3040016000_s1_christmas8,总觉得城里整个的都好刺眼汪。\n杂乱无章到处装饰，太没品了汪。\n看起来很浪漫，散步也会很有趣，对吧，主人。,13,
voice/3040016000_s1_christmas9,有个带着红帽子的老头汪！\n但是那是假的老头汪，他没有拿着什么好东西汪。\n嗯……但是那个帽子，我有点想要。,15,
voice/3040016000_s1_newyear1,Happy New Year！,2,新年
voice/3040016000_s1_newyear8,（吃）是年节菜汪！是大餐汪！\n（吃）菜太少了汪！再多拿点出来汪！\n呵呵，明明用筷子好好吃会更好吃。来，团长，啊~嗯。,19,
voice/3040016000_s1_newyear9,你！没有压岁钱给我们吗汪？\n小心我把你的眼珠子挖出来当成压岁钱汪。,9,
voice/3040016000_s1_valentine1,情人节快乐！,2,情人节
voice/3040016000_s1_valentine8,街上有很多欢闹的人汪！\n爆炸吧汪！我要把所有人统统丢到那个世界去汪！\n停下，不可以恶作剧哦~,13,
voice/3040016000_s1_valentine9,咕噜噜~巧克力对狗来说是毒这个说法到底怎么回事汪！把我们当成普通的狗了吗汪？\n冷、冷静下来汪！来人，什么都行，给它点吃的汪！\n那么巧克力我就吃啦~\n太狡猾汪太狡猾汪！,25,
voice/3040016000_s1_whiteday1,白色情人节快乐！,3,白情
voice/3040016000_s1_whiteday8,总觉得街上的男人们坐立不安又在傻笑让人很不爽汪！\n要不要把那些家伙的喉咙咬破，让这热闹的城市染满鲜血汪？\n好了好了，不要妨碍大家。,17,
voice/3040016000_s1_whiteday9,团长，今天是白色情人节汪！\n赶快孝敬孝敬老子汪！\n我期待着你哦，团长。,13,
