id,en,jp,trans
0-chapter_name,,第3話 みんなの船はみんなの仲間？,第3話 大家的船是大家的伙伴？
0-synopsis,,,为了对天空的世界兴趣满满的穗乃香、姬塔们决定带领她们参观船的动力室。在那里、从露莉亚和碧那里听到了关于和格兰赛法的邂逅、穗乃香说「仿佛船也有自己的心一样」。感受到姬塔们和格兰赛法强大的羁绊、穗乃香的心变得温暖了起来。
1,,ミップル?,米普鲁?
2,,メップル?,梅普鲁?
3,,……何やってんだアレ？,……在干什么啊他们？
4,,<span class='scene-font-katari'>並んで甲板をスキップして回る</span><br><span class='scene-font-katari'>メップルたちを見て</span><br><span class='scene-font-katari'>首を傾げるビィ。</span>,<span class='scene-font-katari'>看着并排在甲板上肌肤相亲的</span><br><span class='scene-font-katari'>梅普鲁们</span><br><span class='scene-font-katari'>碧歪了歪脑袋。</span>
5,,ふふふ……<br>今日もミップルとメップルは<br>ラブラブね……,呵呵呵……<br>今天的米普鲁和梅普鲁<br>也是相亲相爱呢……
6,,ふふ。ふたりで手をつないで、<br>とっても楽しそうです。,嘿嘿。两个人手牵着手、<br>非常开心的样子。
7,,まったく、<br>ちょっと危険が去ったと思えば<br>すーぐイチャイチャして。,真是的、<br>危险才刚刚过去<br>马上又黏黏糊糊的了。
8,,ほっといてほしいメポ！<br>メップルたちは雲海の上のデートを<br>楽しんでるんだメポ！,别管我梅普！<br>梅普鲁我们正在享受着<br>云海上的约会梅普！
9,,一面真っ白で<br>とてもきれいミポ～,一眼看去全是白色<br>非常漂亮米普～
10,,でも、雲の向こうの地面が<br>全然見えないわね！？,但是、云对面的地面<br>完全看不见呢！？
11,,その下は空の底だから<br>降りられるような場所はないぜ？,那下面是天空的尽头<br>没有可以下去的地方哦？
12,,空に底があるの？,天空有尽头的吗？
13,,オイラたちはそう呼んでるけど、<br>実際この下がどうなってんのかは<br>誰にもわかんねえんだ。,虽然我们是这么称呼的、<br>实际上这下面到底有什么东西<br>谁都不知道。
14,,不思議な世界ね。<br>私たちのいたところとは大違い！,真是不可思议的世界。<br>和我们所在的世界完全不一样！
15,,この船も大きな気嚢があるけど、<br>飛行船とは色々と違うみたいだし、<br>まさに別世界って感じね！,这艘船也是、虽然有大大的气囊<br>但是和飞空船有各种各样的地方不一样、<br>这就是正所谓的别的世界的感觉！
16,,うふふっ、<br>ホノカさん、興味津々ですね！,啊哈哈、<br>穗乃香兴趣十足的样子呢！
17,,そんなに気になるなら、<br>艇の中を見て回るか？<br>いいだろ、姬塔？,那么在意的话、<br>要在船里面到处转转看吗？<br>可以吧、姬塔？
17-sel1_txt,,<span class='scene-font-katari'>いいよ！</span>,<span class='scene-font-katari'>可以啊！</span>
17-sel2_txt,,<span class='scene-font-katari'>どうしようかな？</span>,<span class='scene-font-katari'>要怎么办呢？</span>
18,,わぁ～！<br>ありがとうございます、<br>姬塔さん！,哇～！<br>谢谢你、<br>姬塔！
19,,私も行っていい？,我也跟过去可以吗？
20,,おうよ！<br>みんなまとめて案内するぜ！,哦！<br>我来给大家一起带路！
21,,あ……そうですよね……<br>飛んでる真っ最中だし、<br>急に言われても迷惑かも……,啊……也是呢……<br>在飞的途中、<br>突然这样说会造成困扰的吧……
22,,もう、姬塔！<br>どうしてそういうイジワル<br>言うんですか？,真是的、姬塔！<br>为什么要说这种<br>坏心眼的话啊？
23,,うーん、姬塔、<br>たまにこういうとこあるんだよな……,呼、姬塔、<br>偶尔也会有这样的一面的……
24,,姬塔さんって<br>真面目そうに見えて<br>案外お茶目なんだね。,姬塔<br>虽然看上去很认真<br>但是意外的淘气呢。
