id,en,jp,trans
0-chapter_name,,第6話 きずな繋いで！光を信じて！,第6話 连接羁绊！相信光明！
0-synopsis,,ビィを倒し、姬塔達の息の根を止めようとするピーサード。しかし、突然虹色の障壁がザケンナー達を弾き飛ばした。光の園のクイーンの力によって活力を取り戻したプリキュアと姬塔、そして、光の園のクイーンから伝説の道具「レインボーバングル」を授かったビィがピーサードを追いつめる。決着をつけるべく、姬塔達は最後の闘いへと身を投じるのだった。,皮萨德击倒了阿碧、正准备将姬塔等人也杀害时。突然、彩虹色的壁障将皮萨德等人弹飞出去。因光之园的女王的力量而回复了活力的光之美少女和姬塔、还有、得到光之园的女王授予的传说中的道具「彩虹手环」的阿碧追击着皮萨德。想要决出胜负、姬塔等人投身到最后的战斗当中。
1,,ビィとかいう奴、<br>この俺を相手に大した根性だった。,那个叫阿碧的家伙、<br>以我为对手还如此坚韧。
2,,<span class='scene-font-katari'>そう言うと、ピーサードは</span><br><span class='scene-font-katari'>姬塔へと向き直る。</span>,<span class='scene-font-katari'>一边说着、皮萨德</span><br><span class='scene-font-katari'>重新转向了姬塔。</span>
3,,<span class='scene-font-katari'>ピーサードが手を振り下ろすと、</span><br><span class='scene-font-katari'>ザケンナーたちが再び身構える。</span>,<span class='scene-font-katari'>皮萨德手向下一挥、</span><br><span class='scene-font-katari'>萨凯那们再次摆好了姿势。</span>
5,,<span class='scene-font-4'>ザケンナー！</span>,<span class='scene-font-4'>萨凯那！</span>
7,,<span class='scene-font-4'>ザケンナー！</span>,<span class='scene-font-4'>萨凯那！</span>
8,,遊びは終わりだ！<br>やれ！,游戏到此结束了！<br>动手！
16,,<span class='scene-font-katari'>力の入らない体に活を入れ、</span><br><span class='scene-font-katari'>どうにか剣を構える姬塔。</span>,<span class='scene-font-katari'>拖着无法使出力气的身体、</span><br><span class='scene-font-katari'>姬塔想方设法再次架好了剑。</span>
17,,<span class='scene-font-katari'>闇に呑まれ、</span><br><span class='scene-font-katari'>悲鳴も残さず消え去ったビィのために、</span><br><span class='scene-font-katari'>せめて一太刀──その一心で。</span>,<span class='scene-font-katari'>为了被黑暗所吞噬、</span><br><span class='scene-font-katari'>连悲鸣都没有留下的阿碧、</span><br><span class='scene-font-katari'>至少砍上一刀──只抱着这一个念头。</span>
18,,<span class='scene-font-4'>ザァァァァケェェェンナァァァ！</span>,<span class='scene-font-4'>萨------凯------那------！</span>
19,,<span class='scene-font-katari'>ヒドラの爪が姬塔に迫る。</span><br><span class='scene-font-katari'>このまま胸を切り裂かれるのだろうと</span><br><span class='scene-font-katari'>姬塔はぼんやりそう思った。</span>,<span class='scene-font-katari'>多头龙的利爪迫近了姬塔。</span><br><span class='scene-font-katari'>大概接下来会就这样撕裂胸口吧</span><br><span class='scene-font-katari'>姬塔恍惚地想到。</span>
23,,<span class='scene-font-katari'>次の瞬間のことである。</span>,<span class='scene-font-katari'>下一个瞬间。</span>
32,,なんだ、この光は……！？,怎么了、这光芒……！？
33,,ポポ……！？,波波……！？
41,,ザケッ……！？,萨凯……！？
48,,<span class='scene-font-katari'>突如出現した、巨大な虹色の障壁が</span><br><span class='scene-font-katari'>ザケンナーたちをはるか遠くへと</span><br><span class='scene-font-katari'>弾き飛ばす。</span>,<span class='scene-font-katari'>突然出现的、巨大的彩虹色的壁障</span><br><span class='scene-font-katari'>将萨凯那推飞</span><br><span class='scene-font-katari'>到了很远的地方。</span>
49,,ザケンナーたちが飛ばされちゃった……<br>何が起こったの……！？,萨凯那们被推飞了……<br>发生了什么……！？
50,,体から痛みが消えていく……！？,身体上的疼痛也渐渐消失了……！？
51,,強力な光のパワーを感じるメポ！,能感受到强大的光的力量～梅波！
52,,光の園のクイーンが、<br>私たちを助けてくれたミポ！,光之园的女王、<br>来帮助我们了～米波！
53,,ブラック！　今がチャンスメポ！,黑天使！　抓住这个时机～梅波！
54,,ふたりで力を合わせるミポ！,集合两人的力量～米波！
55,,ぐぐ……！<br>させる……ものか……！,咕咳……！<br>会让你们……这么轻易……！
56,,<span class='scene-font-katari'>虹色の障壁に吹き飛ばされまいと</span><br><span class='scene-font-katari'>踏ん張るピーサード。</span>,<span class='scene-font-katari'>皮萨德强忍着不被彩虹的壁障弹飞</span><br><span class='scene-font-katari'>向前迈出脚步。</span>
57,,ここで……<br>貴様らを……！,在这里……<br>将你们……！
58,,<span class='scene-font-4'>させるかってんだ！</span>,<span class='scene-font-4'>不会让你得逞！</span>
