id,en,jp,trans
0-chapter_name,,,第2话 不要过来！邪恶军队大暴动！
0-synopsis,,,姬塔一行躲过帝国的炮击，冲上了格兰赛法。在暂时的休息后，碧向渚以及穗乃香发出了「要一起来吗？」的邀请。面对发出「可以吗？」的询问的穗乃香，姬塔爽快地表示了欢迎。就这样，对帝国军的新威胁而烦恼不已的姬塔她们，获得了传说中的战士光之美少女这一强力的友军。
2,,,小姑娘们快点！<br>是这边！
3,,,那就是你们的船！？<br><span class='scene-font-4'>好大！</span>
4,,,那对翅膀和头部……<br>好像西方的龙……
6,,,啊哇！？<br>又、又开炮了！
7,,,渚！<br>现在不是发呆的时候梅普！
8,,,赶快乘上去米普！
14,,,<span class='scene-font-katari'>慌慌张张地冲上骑空艇，</span><br><span class='scene-font-katari'>然后急忙向动力部点火。</span>
15,,,<span class='scene-font-katari'>因为是穿过森林而来的，</span><br><span class='scene-font-katari'>所以对方应该还没能完全掌握</span><br><span class='scene-font-katari'>我们的位置才对。</span>
16,,,<span class='scene-font-katari'>就在祈祷着胡乱发射的炮弹</span><br><span class='scene-font-katari'>不要击中骑空艇，</span><br><span class='scene-font-katari'>格兰赛法朝着空中飞了起来。</span>
22,,,好险……
23,,,这下就暂时安心……了吧？
24,,,啊啊。因为躲到云里了，<br>所以我想那帮家伙也追不上来了。
25,,,……话说，<br>差不多可以把你放下来了吧？<br>小矮子……
26,,,不行啵啵！　还要飞啵啵！
27,,,真是的，还以为你能普通地对话了，<br>结果又是这个啊……
28,,,……算了。<br>两位小姑娘接下来准备怎么办？<br>要和我们一起来吗？
29,,,让我想想……<br>我们才刚来这个世界<br>还什么都不知道……
30,,,而且和暗之领域好像也有些关系，<br>要是能一起行动的话<br>对我们来说也比较方便……不过真的可以吗？
31,,,那当然了。<br>对吧、姬塔。
32,,,<span class='scene-font-katari'>如今，和她们已经是</span><br><span class='scene-font-katari'>共同度过了危机的关系。</span><br><span class='scene-font-katari'>根本不可能丢下她们。</span>
33,,,<span class='scene-font-katari'>而且，对于拿萨凯那没辙的</span><br><span class='scene-font-katari'>一行人来说，知道其处置方法的人也是</span><br><span class='scene-font-katari'>很珍贵的。</span>
34,,,<span class='scene-font-katari'>姬塔爽快地接受了申请，</span><br><span class='scene-font-katari'>欢迎起了她们。</span>
35,,,多谢了姬塔！<br>我是美墨渚。
36,,,我是雪城穗乃香。<br>请多指教。
37,,,我是光之园的万中选一之勇者，<br>梅普鲁梅普。
38,,,我是希望之公主，米普鲁米普。
39,,,我是领导未来的光之王子，<br>保伦啵啵！
40,,,接下来请多指教了，<br>姬塔！
41,,,<span class='scene-font-katari'>对帝国军的新威胁</span><br><span class='scene-font-katari'>烦恼不已的姬塔</span><br><span class='scene-font-katari'>就像这样得到了强力的友军。</span>
42,,,<span class='scene-font-katari'>传说中的战士「光之美少女」，</span><br><span class='scene-font-katari'>今后究竟会和她们展开</span><br><span class='scene-font-katari'>怎样的冒险呢。</span>
info,,1,scene_evt181014_cp2_q4_s10
