path,trans,duration,note
voice/3040043000_WhiteDay1,白色情人节快乐！,2,白情
voice/3040043000_WhiteDay2,情人节的返礼？除了姐姐大人以外的礼物我都没有太大兴趣……暂且、先收下了、谢谢你。,11,
voice/3040043000_WhiteDay3,今天必须监视看看是否有以今天是白色情人节为借口在姐姐大人身边转来转去的家伙。,8,
voice/3040006000_birthday1,Happy Birthday！,1,生日（sr共通？）
voice/3040043000_birthday3,我做了生日蛋糕……啊不是，这是为了姐姐大人生日做预演，你可以不用担心。,8,
voice/3040043000_birthday4,姬塔将来总有一天会成为姐姐大人那样帅气的人？\n呵呵，那我就姑且期待一下吧。,11,
voice/3040043000_mypage1,修瓦利耶赐予了我力量。\n能够贯彻绝对的意志的力量。,6,mypage（无终突区分）
voice/3040043000_mypage2,啊哈哈，抱歉。\n我这个状态的时候感情总是会高扬起来。,6,
voice/3040043000_mypage3,我要用这力量，把姐姐大人变成俘虏……呵呵呵……,5,
voice/3040043000_mypage4,我要是用这把剑把一切都清除干净，姐姐大人会夸我吗？,5,
voice/3040043000_mypage5,那个蜥蜴……总有一天我要干掉他……,3,
