id,en,jp,trans
0-chapter_name,,甘い戸惑い,甜蜜的烦恼
0-synopsis,,星晶獣シュヴァリエを従え、騎空団に来た依頼をこなすヴィーラと姬塔一行。とある洞窟の探索中にヴィーラはルリアを庇い小さな傷を負ってしまうが、ルリアに怪我は無かったためヴィーラは安堵する。しかし、カタリナはヴィーラ自身も心配し、「もっと自分を大切にしてくれないか」とヴィーラに告げ、再び現れた魔物に剣を向ける。,骑空团接到了一个探索洞穴的任务，而维拉与星晶兽修瓦利埃也一同前往。在探索过程中，为了保护露莉亚的维拉受了轻伤，而露莉亚则安然无恙。然而卡塔利娜却希望维拉能够“更加在意一下自己的安危”。而此时的维拉，再次向魔物斩去。
0,,<span class='scene-font-katari'>星晶獣シュヴァリエを連れ、</span><br><span class='scene-font-katari'>姬塔達と共に、</span><br><span class='scene-font-katari'>騎空団として活動を続けるヴィーラ。</span>,<span class='scene-font-katari'>带着骑士星晶兽一起，</span><br><span class='scene-font-katari'>作为团员的维拉</span><br><span class='scene-font-katari'>继续着骑空士的生活。</span>
1,,<span class='scene-font-katari'>その日も、とある洞窟の探索依頼を受け、</span><br><span class='scene-font-katari'>森深くに存在する洞窟へと</span><br><span class='scene-font-katari'>足を延ばしていた。</span>,<span class='scene-font-katari'>今天的骑空团，接到了一个</span><br><span class='scene-font-katari'>探索深处森林的某个洞穴的任务</span><br><span class='scene-font-katari'>来到了这片森林。</span>
2,,さぁ、お姉様、どうぞこちらへ……<br>虫が住処としていそうな木々は、<br>私のほうで切り払っておきました。,姐姐大人，请。<br>那些看上去好像有虫子的树枝，我<br>都已经砍干净了。
3,,ああ、ありがとう、ヴィーラ。<br>すまないな、気を遣わせてしまって……,啊，谢谢你，维拉。<br>抱歉，还让你这样费心……
4,,嗚呼、そんな……<br>もったいないお言葉です。,啊啊，真是..... ……<br>您真是太客气了。
5,,お姉様を脅かすものがあれば、<br>それを排除することこそ、<br>私の役目ですから。,把那些可能会伤害到姐姐大人的东西逐一消灭，<br>正是我的职责啊。
6,,もちろん……<br>お姉様の可愛らしい悲鳴にも、<br>興味が無いわけではありませんが……,当然……<br>这并不意味着我对姐姐大人那可爱的尖叫声不感兴趣，但是……
7,,ああ、でも……<br>お姉様のあられもないお声を、<br>有象無象の輩に聞かせるわけには……！,啊啊，但是……<br>姐姐大人那样令人害羞的声音，怎么能让<br>别的家伙听到呢……！
8,,――♪　――♪, - ♪ - ♪
9,,うん？　どうしたんだ、ヴィーラ？<br>立ち止まったりして……<br>何かあったのか？,嗯？怎么了，维拉？<br>突然就停下来了……发生什么事了？
10,,いいえ……何でもありません。<br>さ、参りましょう、お姉様。,没事……没什么。<br>好了，咱们走吧，姐姐大人。
11,,やれやれ……<br>今日もヴィーラは絶好調だな……,哎呀哎呀……<br>今天的维拉看上去也非常高兴啊。
12,,ま、まぁ……<br>ヴィーラさんが楽しそうで何よりです、<br>ね？　姬塔？,嘛……<br>只要维拉高兴就好了，<br>对吧，姬塔？
12-sel1_txt,,<span class='scene-font-katari'><span class='scene-font-katari'><span class='scene-font-katari'>いつも通りが一番</span></span></span>,<span class='scene-font-katari'><span class='scene-font-katari'><span class='scene-font-katari'>跟往常一样就好</span></span></span>
12-sel2_txt,,<span class='scene-font-katari'><span class='scene-font-katari'><span class='scene-font-katari'>このままでいいのかな……</span></span></span>,<span class='scene-font-katari'><span class='scene-font-katari'><span class='scene-font-katari'>这样也不错啊……</span></span></span>
13,,ですよね！<br>いつも通りで、<br>みんな元気なのが一番です！,是啊！<br>大家都一如既往的<br>神采奕奕就好了！
14,,だよなぁ……<br>当の姐さんは、<br>あんまり気にしてねぇみてーだけど……,也是啊……<br>反正卡姐也并没有在意的样子……
