id,en,jp,trans
0-chapter_name,,アルビオンの領主,阿尔比昂的领主
0-synopsis,,ある日、ヴィーラとカタリナ宛にアルビオンの次期領主決定戦の招待状が届く。初めはカタリナと二人きりで参加しようとするヴィーラだったが、今回の大会は団体戦ということもあり、腕試しに騎空団全員で参加することとなった。一行は、大会会場であるアルビオンへと向かう。,某天，维拉和卡塔利娜收到了一封信——决定阿尔比昂下一届领主的武斗大会的邀请信。虽然只邀请了卡塔利娜她们两个人，但是由于本届大会也有设置团体战，本着磨炼功夫的态度骑空团全体出动了。一行人前往了比武大会所在地——阿尔比昂。
0,,<span class='scene-font-katari'>ある時、よろず屋で手紙を受け取った</span><br><span class='scene-font-katari'>カタリナとヴィーラは、</span><br><span class='scene-font-katari'>そろって驚きの声を上げた。</span>,<span class='scene-font-katari'>之前，维拉和卡塔利娜分别收到了</span><br><span class='scene-font-katari'>万事屋寄来的一封信，</span><br><span class='scene-font-katari'>并且露出了惊讶的表情。</span>
1,,これは……,这……
2,,なるほど……,原来如此……
3,,どうした？<br>二人して変な顔して……,怎么了？<br>你们两个人的表情都这么奇怪……
4,,私はまだしも、<br>お姉様に対して変な顔とは……<br>少々聞き捨てなりませんね。,说我也就算了<br>竟然说姐姐大人表情奇怪<br>这话我可不能置若罔闻啊。
5,,こらこら……<br>いいじゃないか、それくらい。,哎呀哎呀……<br>没什么啦，别那么认真。
6,,それよりヴィーラ……<br>君にも同じものが……？,比起这个……<br>维拉你收到的也是一样的内容……？
7,,ええ……<br>細部は違うかもしれませんが、<br>概ね内容は同じようです。,是的……<br>细节上稍微有些不同，<br>但内容大致相同。
8,,カタリナとヴィーラさんに、<br>同じお手紙が届いたんですか？,维拉和卡塔利娜<br>是收到了同一封信？
9,,手紙というか……招待状だよ。<br>私達が剣を学んだ地……<br>アルビオンからのな。,不能说是信……应该叫邀请吧。<br>是从我们学习剑术的地方……<br>阿尔比昂寄来的。
