id,en,jp,trans
0-chapter_name,,エンディング, 結局
0-synopsis,,両陣営で最後に残ったツバサとショウは互いに渾身の一撃を放ち、ツバサの勝利で戦争の幕は下りた。ツバサとショウが和解するのを見守ったエルモートは「課外授業は終わりだ」と学院に戻るよう促し、自分達を守ろうとしてくれていることを感じたツバサ達は思わず涙ぐむ。良き友人と師に囲まれ、少年達はこれからも成長を続けていくのだった。, 两阵营各自留到最后的翼和翔都发出了浑身的一击、战争以翼的胜利结束了。看到翼和翔和解了的艾尔蒙德说了句「课外教学结束」就让众人赶紧回学校去、翼他们感觉到自己被保护了而哭出来了。好友和良师围在一起、少年们今后也会继续成长。
16,,<span class='scene-font-katari'>姬塔一行は、</span><br><span class='scene-font-katari'>デーモンリアクターを暴走させた</span><br><span class='scene-font-katari'>ショウの単车を见事に破壊した。</span>,<span class='scene-font-katari'>姬塔他们、</span><br><span class='scene-font-katari'>漂亮地破坏了</span><br><span class='scene-font-katari'>被翔弄到暴走的单车。</span>
20,,<span class='scene-font-katari'>これで全てが终わるかと思われたが、</span><br><span class='scene-font-katari'>ショウは鬼気迫る表情で、</span><br><span class='scene-font-katari'>よろめきながらも立ち上がってくる。</span>,<span class='scene-font-katari'>还在想终于都结束的时候、</span><br><span class='scene-font-katari'>翔带着可怕的表情、</span><br><span class='scene-font-katari'>走过来了。</span>
21,,ヒャハハハッ！<br>まだだァ……, 嘻哈哈哈！<br>還沒完……
22,,まだ滚ってンだよ、<br><span class='scene-font-4'>俺はよおおッ！</span>,还没认输呢、<br><span class='scene-font-4'>我啊！</span>
28,,……安心しろ。, ……别担心。
29,,<span class='scene-font-4'>トコトン</span><br><span class='scene-font-4'>付き合ってやんよおおッ！</span>,<span class='scene-font-4'>我會陪你</span><br><span class='scene-font-4'>打到最後的！</span>
31,,<span class='scene-font-katari'>互いの総长の雄叫びを合図とし、</span><br><span class='scene-font-katari'>ふたたび戦争が始まった──</span>,<span class='scene-font-katari'>以双方总长的叫声为讯号、</span><br><span class='scene-font-katari'>战争再次开始了──</span>
33,,<span class='scene-font-4'>ツッパれええええッ！</span>,<span class='scene-font-4'>向前冲！</span>
34,,<span class='scene-font-4'>溃せええええッ！</span>,<span class='scene-font-4'>压倒他们！</span>
35,,<span class='scene-font-katari'>土烟を巻き上げ、</span><br><span class='scene-font-katari'>怒号と共に激しくぶつかり合う</span><br><span class='scene-font-katari'>意地と意地。</span>,<span class='scene-font-katari'>烟雾四起、</span><br><span class='scene-font-katari'>伴随怒吼的碰撞</span><br><span class='scene-font-katari'>固执和固执。</span>
38,,<span class='scene-font-katari'>彼らの肉体はとっくに限界を超え、</span><br><span class='scene-font-katari'>悲鸣をあげていた。</span>,<span class='scene-font-katari'>他们的肉体早就超过极限、</span><br><span class='scene-font-katari'>发出悲鸣了。</span>
39,,<span class='scene-font-katari'>だが、强き意思を秘めたその目は、</span><br><span class='scene-font-katari'>まだ死んではいない。</span>,<span class='scene-font-katari'>但是、他们那藏有强烈意志的双眼、</span><br><span class='scene-font-katari'>还没有死去。</span>
40,,<span class='scene-font-katari'>闘争心を駆り立て、</span><br><span class='scene-font-katari'>彼らは己の全てを悬けて</span><br><span class='scene-font-katari'>拳を振るった──</span>,<span class='scene-font-katari'>被斗争心驱动、</span><br><span class='scene-font-katari'>挥出赌上自己所有的</span><br><span class='scene-font-katari'>一拳──</span>
45,,オラァ……, 哦啦……
49,,ぐ、が……, 咕、啊……
56,,…………, …………
59,,…………, …………
63,,<span class='scene-font-katari'>激しくぶつかり合った暴走族达は、</span><br><span class='scene-font-katari'>纟が切れたかのように次々と</span><br><span class='scene-font-katari'>倒れ込んでいく。</span>,<span class='scene-font-katari'>激烈碰撞的暴走族们、</span><br><span class='scene-font-katari'>一个接一个</span><br><span class='scene-font-katari'>像是断线了一样倒下了。</span>
64,,<span class='scene-font-katari'>そして最后に残ったのは──</span>,<span class='scene-font-katari'>最后剩下的──</span>
73,,<span class='scene-font-katari'>──互いの暴走族の総长だった。</span>,<span class='scene-font-katari'>──是双方的总长。</span>
74,,タイマンといこうじゃねェかァ……, 我們來個單挑吧……
75,,ヒャハハハッ！<br>殺してやっかんなァ……, 嘻哈哈哈哈哈！<br>我會殺掉你的……
76,,ハァ、ハァハァ……, 哈、哈哈……
77,,フーッ……, 呼……
78,,<span class='scene-font-katari'>ツバサは呼吸を整えながら、</span><br><span class='scene-font-katari'>意识を集中させていく。</span>,<span class='scene-font-katari'>翼调整好呼吸、</span><br><span class='scene-font-katari'>开始集中精神。</span>
83,,<span class='scene-font-katari'>すると、次第に周囲の音が消え、</span><br><span class='scene-font-katari'>自分の心臓の鼓动だけが</span><br><span class='scene-font-katari'>一际大きく闻こえる。</span>,<span class='scene-font-katari'>然后、周围的声音慢慢消失、</span><br><span class='scene-font-katari'>就只剩下</span><br><span class='scene-font-katari'>自己的心跳声。</span>
84,,…………, …………
90,,……ハァハァ……<br>ツバサッ！！<br>頼ンだぜッ！！, ……哈哈……<br>翼！！<br>靠你了！！
91,,ツバサ！,翼！
92,,ツバサくぅん！！, 翼！！
93,,ツバサくんッ！, 翼！
96,,<span class='scene-font-kokoro'>（亲友（マブ）が</span><br><span class='scene-font-kokoro'>背中を押してくれる……</span><br><span class='scene-font-kokoro'>こんなに力强いことはねェ……）</span>,<span class='scene-font-kokoro'>（有亲友</span><br><span class='scene-font-kokoro'>在背后推我一把……</span><br><span class='scene-font-kokoro'>没有比这更安心的事了……）</span>
102,,“烈弩宇威愚”（レッドウイング）の<br>総長として……, 作為“烈弩宇威愚”（Red Wing）的<br>總長……
103,,<span class='scene-font-4'>しっかり最后まで</span><br><span class='scene-font-4'>ツッパってやんよおおおおッ！！</span>,<span class='scene-font-4'>我得一直</span><br><span class='scene-font-4'>冲到最后后后后后！！</span>
106,,<span class='scene-font-4'>ツバサアアアアッ！！</span>,<span class='scene-font-4'>翼翼翼翼翼！！</span>
109,,<span class='scene-font-4'>ウオオオオオオッ！！</span>,<span class='scene-font-4'>哈啊啊啊啊！！</span>
112,,<span class='scene-font-katari'>ツバサとショウの拳が</span><br><span class='scene-font-katari'>交差したかと思われたその瞬间──</span>,<span class='scene-font-katari'>在翼和翔的拳头</span><br><span class='scene-font-katari'>交错的那瞬间──</span>
116,,<span class='scene-font-katari'>ツバサは、ショウの放った一撃を</span><br><span class='scene-font-katari'>ヘッドスリップによって</span><br><span class='scene-font-katari'>寸でのところでかわす。</span>,<span class='scene-font-katari'>翼退后了一步</span><br><span class='scene-font-katari'>把翔的一击</span><br><span class='scene-font-katari'>躲过去了。</span>
117,,<span class='scene-font-katari'>そして──</span>,<span class='scene-font-katari'>然后──</span>
128,,<span class='scene-font-katari'>がら空きになったショウの颜面を</span><br><span class='scene-font-katari'>固く握りしめた拳で</span><br><span class='scene-font-katari'>思いっきり撃ち抜くのだった──</span>,<span class='scene-font-katari'>对翔那露出破绽的脸</span><br><span class='scene-font-katari'>挥出了一直紧握</span><br><span class='scene-font-katari'>充满意志的一击了──</span>
130,,……ぐッ……うがッ……, ……呃……啊啊……
133,,ハァ、ハァ……<br>へッ……ザマミロってんだ……, 哈、哈……<br>嘿……活該……
134,,勝った、ツバサが勝ったぞォォ！！, 贏了、翼贏了啊！！
135,,<span class='scene-font-katari'>ツバサはよろめきながらも、</span><br><span class='scene-font-katari'>その２本の脚で、</span><br><span class='scene-font-katari'>雄々しく大地を踏みしめる。</span>,<span class='scene-font-katari'>翼摇摇晃晃地、</span><br><span class='scene-font-katari'>用他的双脚、</span><br><span class='scene-font-katari'>勇猛地站在大地是。</span>
136,,<span class='scene-font-katari'>そして、戦争を制した证とし、</span><br><span class='scene-font-katari'>その右拳を天高く突きあげた。</span>,<span class='scene-font-katari'>然后、为了证明自己的胜利、</span><br><span class='scene-font-katari'>把右拳向天高举。</span>
137,,<span class='scene-font-katari'>──と、同时に</span><br><span class='scene-font-katari'>“烈弩宇威愚”の仲间达から</span><br><span class='scene-font-katari'>歓喜の声が上がるのだった。</span>,<span class='scene-font-katari'>──与此同时</span><br><span class='scene-font-katari'>“烈弩宇威愚” 的伙伴们</span><br><span class='scene-font-katari'>都发出了欢喜的声音。</span>
138,,…………, …………
139,,さて、と……, 然後、是……
142,,お、おい……<br>テメェ、どこ行くつもりだァ？, 喂、喂……<br>你啊、打算到哪裡去？
143,,あ？　うっせェなァ……<br>もう、終わったんだ。<br>どこに行こうと勝手だろォ？, 啊？　煩人……<br>全都、完了對吧。<br>我去哪關你什麼事？
144,,俺が憎くないのか？<br>俺は……<br>お前を殺そうとしたんだぞッ！？, 你不恨我嗎？<br>我……<br>我是想殺死你的啊！？
145,,へッ……んなこたァ、<br>どうでもいいサ。, 哈……你说什么、<br>我一点都不在意。
146,,ちょッ！<br>どうでもよくねーッスよ、<br>ツバサくぅん！！, 等！<br>怎可以一點都不在意的啊、<br>翼！！
147,,そうかァ！？, 這樣嗎！？
148,,へへッ……<br>ツバサらしいじゃねェか。, 嘿嘿……<br>很有翼的风格不是吗。
149,,ふふ……<br>ふはは、あっはっはっは！, 哈哈……<br>哈哈哈、哈哈哈哈哈哈！
150,,<span class='scene-font-katari'>スッキリした颜で笑う</span><br><span class='scene-font-katari'>生徒达を见て、</span><br><span class='scene-font-katari'>エルモートは颜をほころばせた。</span>,<span class='scene-font-katari'>艾尔蒙德看到学生们</span><br><span class='scene-font-katari'>露出畅快的笑容、</span><br><span class='scene-font-katari'>自己也微微地笑了一笑。</span>
151,,<span class='scene-font-katari'>そして一息つくと、</span><br><span class='scene-font-katari'>彼らに向かって大きな声をかける。</span>,<span class='scene-font-katari'>然后吸了一口气、</span><br><span class='scene-font-katari'>向他们大声地说道。</span>
152,,オマエら、<br>今日の課外授業は終わりだァ！<br>とっととガッコに戻れッ！, 你們幾個、<br>今天課外教學已經結束了！<br>趕緊回學校去！
153,,え、おい……<br>一体どういうことだよォ！？, 誒、喂……<br>這是什麼一回事啊！？
154,,言葉のまんまだァ……<br>ここはツッパンねェ方が<br>身のためだと思うぜェ？, 字面上的意思……<br>為了你們好<br>這裡就別堅持自己了？
155,,おい、本気かよ？<br>こんなデッケェ喧嘩をしたんだぜ？<br>これ以上、先公に迷惑なんて──, 喂、你認真的嗎？<br>這麼大的打架？<br>會讓老師你有麻煩的啊──
156,,ケッ、半人前のガキのクセに<br>大人の心配してンじゃねェよ。, 啧、半吊子的小鬼就别担心大人了。
157,,忘れてンじゃねェぞ？<br>俺はまだテメェらの担任だ。, 你们别忘了啊？<br>我现在还是你们的班主任。
158,,となりゃァ、<br>生徒を守ンのは<br>教師として当然だろうが……, 不管發生什麼、<br>老師保護學生<br>都是理所當然的……
159,,……先公……, ……老师……
160,,<span class='scene-font-4'>ヒャーハッハァ！</span><br>なンだ、泣きそうじゃねェか！<br>ツバサくんよォ？, <span class='scene-font-4'>嘻哈哈哈哈哈！</span><br>怎麼了、你想哭嗎！<br>翼同學？
161,,ホラ、テメェらも笑ってや──, 來啊、你們幾個也笑──
162,,う、うう……ぐすっ……, 嗚、嗚嗚……嗚嗚嗚……
163,,……チッ。<br>ったくよォ……<br>なんでオマエらまで泣いてンだァ……？, ……嘖。<br>为什么你们几个也在哭的啊……？
164,,だって……感動ッス……<br>こんな熱い先公が<br>俺らの担任だなんて……, 因為……太感動了……<br>這樣熱血的老師<br>是我們的班主任……
165,,調子が狂うじゃねェか……<br>ったく……, 你們這樣打亂了我的節奏啊……<br>真是的……
166,,うう、なんだか<br>私まで……, 嗚嗚、讓我也想<br>一起哭了……
167,,ちょ、もらい泣きしてンじゃねェ！, 等、你們都別再哭了！
168,,とにかく、だ……<br>テメェらはとっととガッコに戻りなァ！, 總之……<br>你們趕緊給我滾回學校！
169,,<span class='scene-font-katari'>エルモートは</span><br><span class='scene-font-katari'>涙ぐむ落级の生徒达の背中を押し、</span><br><span class='scene-font-katari'>早く学院に戻るよう促した。</span>,<span class='scene-font-katari'>艾尔蒙德</span><br><span class='scene-font-katari'>推着那些在哭的不良学生、</span><br><span class='scene-font-katari'>要他们赶紧回到学校。</span>
170,,<span class='scene-font-katari'>そして、</span><br><span class='scene-font-katari'>呆然と伫むショウのもとへ向かうと、</span><br><span class='scene-font-katari'>その颜を覗きこむ。</span>,<span class='scene-font-katari'>然后、</span><br><span class='scene-font-katari'>他走向呆站着的翔、</span><br><span class='scene-font-katari'>看了看他的脸。</span>
171,,ショウ……<br>ボーっとしてンじゃねェよ。, 翔……<br>你也别呆着了。
172,,テメェもせっかくマナリアに<br>戻って来たンじゃねェか。, 你不也很难得的回到br>马纳利亚不是吗。
173,,またネンショーに逆戻りなンてのは<br>めんどうだろォ？, 再次回到少管所<br>也很麻煩吧？
174,,…………, …………
175,,オマエもマナリアの生徒だかンなァ、<br>退学になンてさせねェよ。, 你也是马纳利亚的学手、<br>我不会让你退学的。
176,,それに……, 而且……
177,,ガッコの先生達だけじゃなく、<br>テメェの親父にも協力して<br>もらわなくちゃなンねェからなァ？, 不但是學校的老師、<br>也得讓你的父親<br>來幫幫忙才行呢？
178,,う、うう……, 唔、唔唔……
179,,……あんたもまた……<br>ツバサと同じ、闇夜に差し込む光──, ……你也和翼他一樣……<br>是照亮黑夜的一束光──
180,,うっせェ、早くしろ……, 多嘴、快點走……
181,,ぐっ……, 唔……
184,,口の悪ィ……先公だろ？, 是個話不好聽的……老師吧？
185,,……あぁ。, ……啊啊。
186,,おーい、ツバサァ！<br>早くガッコに戻ろうぜェ！, 喂、翼！<br>我們快點回學校去吧！
187,,おう！,哦！
188,,いい親友（マブ）を持ってるな……, 你有一此好親友呢……
189,,あァ、最高だろ？, 啊、是不是很棒啊？
190,,……今夜、オレらの集会がある。<br>来たけりゃ、来い。, ……今晚、我们会有集会。<br>有兴趣的话、来吧。
193,,……Thank you……, ……Thank you……
194,,<span class='scene-font-katari'>ショウは、</span><br><span class='scene-font-katari'>歩いていくツバサの背中に向かって</span><br><span class='scene-font-katari'>小さくそう呟やくのだった。</span>,<span class='scene-font-katari'>翔他、</span><br><span class='scene-font-katari'>望向翼离开的背影</span><br><span class='scene-font-katari'>觉得有点点耀眼。</span>
199,,<span class='scene-font-katari'>それぞれの単车に跨り、</span><br><span class='scene-font-katari'>けたたましい排気音をかき鸣らす</span><br><span class='scene-font-katari'>无轨道な不良生徒达。</span>,<span class='scene-font-katari'>他们坐上各自的单车、</span><br><span class='scene-font-katari'>发出大到惊人的排气声</span><br><span class='scene-font-katari'>这些无秩序的不良学生。</span>
200,,<span class='scene-font-katari'>そんな彼らを、</span><br><span class='scene-font-katari'>エルモートは温かく见守る。</span>,<span class='scene-font-katari'>这样的他们、</span><br><span class='scene-font-katari'>有艾爾蒙德溫暖地守望着。</span>
